lat,long
81.32371359,-87.11915611
81.32371359,-86.22084083
81.32371359,-85.32252554
81.32371359,-84.42421026
81.32371359,-83.52589497
81.32371359,-82.62757969
81.32371359,-81.72926441
81.32371359,-80.83094912
81.32371359,-79.93263384
81.32371359,-79.03431855
81.32371359,-78.13600327
81.32371359,-77.23768799
81.32371359,-76.3393727
81.32371359,-75.44105742
81.32371359,-74.54274213
81.32371359,-73.64442685
81.32371359,-72.74611156
81.32371359,-71.84779628
81.32371359,-70.949481
81.32371359,-70.05116571
81.32371359,-69.15285043
81.32371359,-67.35621986
81.32371359,-66.45790458
81.32371359,-65.55958929
81.18714573,-92.50904782
81.18714573,-89.81410196
81.18714573,-88.91578668
81.18714573,-88.01747139
81.18714573,-87.11915611
81.18714573,-86.22084083
81.18714573,-85.32252554
81.18714573,-84.42421026
81.18714573,-83.52589497
81.18714573,-82.62757969
81.18714573,-81.72926441
81.18714573,-80.83094912
81.18714573,-79.93263384
81.18714573,-79.03431855
81.18714573,-78.13600327
81.18714573,-77.23768799
81.18714573,-76.3393727
81.18714573,-75.44105742
81.18714573,-74.54274213
81.18714573,-73.64442685
81.18714573,-72.74611156
81.18714573,-71.84779628
81.18714573,-70.949481
81.18714573,-70.05116571
81.18714573,-69.15285043
81.18714573,-68.25453514
81.18714573,-67.35621986
81.18714573,-66.45790458
81.04844549,-94.30567838
81.04844549,-93.4073631
81.04844549,-92.50904782
81.04844549,-89.81410196
81.04844549,-88.91578668
81.04844549,-86.22084083
81.04844549,-83.52589497
81.04844549,-82.62757969
81.04844549,-81.72926441
81.04844549,-80.83094912
81.04844549,-79.93263384
81.04844549,-78.13600327
81.04844549,-77.23768799
81.04844549,-76.3393727
81.04844549,-75.44105742
81.04844549,-74.54274213
81.04844549,-73.64442685
81.04844549,-72.74611156
81.04844549,-71.84779628
81.04844549,-70.949481
81.04844549,-70.05116571
81.04844549,-69.15285043
81.04844549,-68.25453514
81.04844549,-67.35621986
80.9075804,-95.20399367
80.9075804,-94.30567838
80.9075804,-93.4073631
80.9075804,-92.50904782
80.9075804,-91.61073253
80.9075804,-88.91578668
80.9075804,-88.01747139
80.9075804,-87.11915611
80.9075804,-85.32252554
80.9075804,-84.42421026
80.9075804,-83.52589497
80.9075804,-82.62757969
80.9075804,-81.72926441
80.9075804,-80.83094912
80.9075804,-79.93263384
80.9075804,-78.13600327
80.9075804,-77.23768799
80.9075804,-76.3393727
80.9075804,-75.44105742
80.9075804,-74.54274213
80.9075804,-73.64442685
80.9075804,-72.74611156
80.9075804,-71.84779628
80.9075804,-70.949481
80.9075804,-70.05116571
80.9075804,-69.15285043
80.9075804,-68.25453514
80.76451753,-94.30567838
80.76451753,-93.4073631
80.76451753,-92.50904782
80.76451753,-91.61073253
80.76451753,-88.01747139
80.76451753,-87.11915611
80.76451753,-86.22084083
80.76451753,-85.32252554
80.76451753,-84.42421026
80.76451753,-82.62757969
80.76451753,-81.72926441
80.76451753,-80.83094912
80.76451753,-78.13600327
80.76451753,-77.23768799
80.76451753,-76.3393727
80.76451753,-75.44105742
80.76451753,-74.54274213
80.76451753,-73.64442685
80.76451753,-72.74611156
80.76451753,-71.84779628
80.76451753,-70.949481
80.76451753,-70.05116571
80.76451753,-69.15285043
80.76451753,-68.25453514
80.6192235,-95.20399367
80.6192235,-94.30567838
80.6192235,-93.4073631
80.6192235,-92.50904782
80.6192235,-91.61073253
80.6192235,-90.71241725
80.6192235,-86.22084083
80.6192235,-85.32252554
80.6192235,-84.42421026
80.6192235,-82.62757969
80.6192235,-81.72926441
80.6192235,-79.03431855
80.6192235,-78.13600327
80.6192235,-77.23768799
80.6192235,-76.3393727
80.6192235,-75.44105742
80.6192235,-74.54274213
80.6192235,-73.64442685
80.6192235,-72.74611156
80.6192235,-71.84779628
80.6192235,-70.949481
80.6192235,-70.05116571
80.6192235,-69.15285043
80.47166447,-95.20399367
80.47166447,-94.30567838
80.47166447,-93.4073631
80.47166447,-92.50904782
80.47166447,-91.61073253
80.47166447,-90.71241725
80.47166447,-89.81410196
80.47166447,-79.93263384
80.47166447,-79.03431855
80.47166447,-78.13600327
80.47166447,-77.23768799
80.47166447,-76.3393727
80.47166447,-75.44105742
80.47166447,-74.54274213
80.47166447,-73.64442685
80.47166447,-72.74611156
80.47166447,-71.84779628
80.47166447,-70.949481
80.47166447,-70.05116571
80.32180611,-96.10230895
80.32180611,-95.20399367
80.32180611,-94.30567838
80.32180611,-93.4073631
80.32180611,-92.50904782
80.32180611,-91.61073253
80.32180611,-90.71241725
80.32180611,-89.81410196
80.32180611,-88.01747139
80.32180611,-86.22084083
80.32180611,-82.62757969
80.32180611,-81.72926441
80.32180611,-80.83094912
80.32180611,-79.93263384
80.32180611,-79.03431855
80.32180611,-78.13600327
80.32180611,-77.23768799
80.32180611,-76.3393727
80.32180611,-75.44105742
80.32180611,-74.54274213
80.32180611,-73.64442685
80.32180611,-72.74611156
80.32180611,-71.84779628
80.32180611,-70.949481
80.16961365,-95.20399367
80.16961365,-93.4073631
80.16961365,-92.50904782
80.16961365,-91.61073253
80.16961365,-90.71241725
80.16961365,-89.81410196
80.16961365,-88.91578668
80.16961365,-88.01747139
80.16961365,-86.22084083
80.16961365,-85.32252554
80.16961365,-84.42421026
80.16961365,-83.52589497
80.16961365,-82.62757969
80.16961365,-81.72926441
80.16961365,-80.83094912
80.16961365,-79.93263384
80.16961365,-79.03431855
80.16961365,-78.13600327
80.16961365,-77.23768799
80.16961365,-76.3393727
80.16961365,-75.44105742
80.16961365,-74.54274213
80.16961365,-73.64442685
80.16961365,-72.74611156
80.16961365,-71.84779628
80.01505181,-99.69557009
80.01505181,-98.7972548
80.01505181,-96.10230895
80.01505181,-95.20399367
80.01505181,-94.30567838
80.01505181,-93.4073631
80.01505181,-92.50904782
80.01505181,-91.61073253
80.01505181,-90.71241725
80.01505181,-89.81410196
80.01505181,-88.91578668
80.01505181,-88.01747139
80.01505181,-86.22084083
80.01505181,-85.32252554
80.01505181,-84.42421026
80.01505181,-83.52589497
80.01505181,-81.72926441
80.01505181,-80.83094912
80.01505181,-79.93263384
80.01505181,-79.03431855
80.01505181,-78.13600327
80.01505181,-77.23768799
80.01505181,-76.3393727
80.01505181,-75.44105742
80.01505181,-74.54274213
80.01505181,-73.64442685
80.01505181,-72.74611156
80.01505181,-71.84779628
80.01505181,-70.949481
79.85808485,-98.7972548
79.85808485,-96.10230895
79.85808485,-95.20399367
79.85808485,-94.30567838
79.85808485,-93.4073631
79.85808485,-92.50904782
79.85808485,-91.61073253
79.85808485,-90.71241725
79.85808485,-89.81410196
79.85808485,-88.91578668
79.85808485,-88.01747139
79.85808485,-87.11915611
79.85808485,-86.22084083
79.85808485,-85.32252554
79.85808485,-84.42421026
79.85808485,-83.52589497
79.85808485,-82.62757969
79.85808485,-80.83094912
79.85808485,-79.93263384
79.85808485,-79.03431855
79.85808485,-78.13600327
79.85808485,-77.23768799
79.85808485,-76.3393727
79.85808485,-75.44105742
79.85808485,-74.54274213
79.85808485,-73.64442685
79.85808485,-72.74611156
79.85808485,-71.84779628
79.85808485,-70.949481
79.69867654,-98.7972548
79.69867654,-95.20399367
79.69867654,-94.30567838
79.69867654,-93.4073631
79.69867654,-92.50904782
79.69867654,-91.61073253
79.69867654,-90.71241725
79.69867654,-89.81410196
79.69867654,-88.91578668
79.69867654,-88.01747139
79.69867654,-87.11915611
79.69867654,-85.32252554
79.69867654,-84.42421026
79.69867654,-83.52589497
79.69867654,-82.62757969
79.69867654,-80.83094912
79.69867654,-79.93263384
79.69867654,-79.03431855
79.69867654,-78.13600327
79.69867654,-77.23768799
79.69867654,-76.3393727
79.69867654,-75.44105742
79.69867654,-74.54274213
79.69867654,-73.64442685
79.69867654,-72.74611156
79.69867654,-71.84779628
79.53679017,-95.20399367
79.53679017,-94.30567838
79.53679017,-93.4073631
79.53679017,-92.50904782
79.53679017,-91.61073253
79.53679017,-90.71241725
79.53679017,-89.81410196
79.53679017,-88.91578668
79.53679017,-88.01747139
79.53679017,-87.11915611
79.53679017,-86.22084083
79.53679017,-84.42421026
79.53679017,-83.52589497
79.53679017,-82.62757969
79.53679017,-81.72926441
79.53679017,-80.83094912
79.53679017,-79.93263384
79.53679017,-79.03431855
79.53679017,-78.13600327
79.53679017,-77.23768799
79.53679017,-76.3393727
79.53679017,-75.44105742
79.53679017,-74.54274213
79.53679017,-73.64442685
79.37238852,-95.20399367
79.37238852,-92.50904782
79.37238852,-91.61073253
79.37238852,-90.71241725
79.37238852,-89.81410196
79.37238852,-88.91578668
79.37238852,-88.01747139
79.37238852,-87.11915611
79.37238852,-86.22084083
79.37238852,-85.32252554
79.37238852,-84.42421026
79.37238852,-83.52589497
79.37238852,-82.62757969
79.37238852,-81.72926441
79.37238852,-80.83094912
79.37238852,-79.93263384
79.37238852,-79.03431855
79.37238852,-78.13600327
79.37238852,-76.3393727
79.2054339,-105.0854618
79.2054339,-104.1871465
79.2054339,-103.2888312
79.2054339,-90.71241725
79.2054339,-89.81410196
79.2054339,-88.91578668
79.2054339,-88.01747139
79.2054339,-87.11915611
79.2054339,-86.22084083
79.2054339,-85.32252554
79.2054339,-83.52589497
79.2054339,-82.62757969
79.2054339,-81.72926441
79.2054339,-80.83094912
79.2054339,-79.93263384
79.2054339,-79.03431855
79.2054339,-78.13600327
79.2054339,-77.23768799
79.2054339,-76.3393727
79.2054339,-75.44105742
79.2054339,-74.54274213
79.03588808,-105.0854618
79.03588808,-104.1871465
79.03588808,-103.2888312
79.03588808,-93.4073631
79.03588808,-92.50904782
79.03588808,-91.61073253
79.03588808,-90.71241725
79.03588808,-89.81410196
79.03588808,-88.91578668
79.03588808,-88.01747139
79.03588808,-87.11915611
79.03588808,-85.32252554
79.03588808,-84.42421026
79.03588808,-82.62757969
79.03588808,-81.72926441
79.03588808,-80.83094912
79.03588808,-79.93263384
79.03588808,-79.03431855
79.03588808,-78.13600327
79.03588808,-74.54274213
78.86371237,-103.2888312
78.86371237,-102.3905159
78.86371237,-101.4922007
78.86371237,-93.4073631
78.86371237,-92.50904782
78.86371237,-91.61073253
78.86371237,-90.71241725
78.86371237,-89.81410196
78.86371237,-88.91578668
78.86371237,-87.11915611
78.86371237,-85.32252554
78.86371237,-80.83094912
78.86371237,-79.93263384
78.86371237,-79.03431855
78.86371237,-78.13600327
78.86371237,-77.23768799
78.86371237,-75.44105742
78.68886756,-110.4753535
78.68886756,-103.2888312
78.68886756,-102.3905159
78.68886756,-101.4922007
78.68886756,-100.5938854
78.68886756,-97.89893952
78.68886756,-97.00062424
78.68886756,-93.4073631
78.68886756,-92.50904782
78.68886756,-91.61073253
78.68886756,-90.71241725
78.68886756,-89.81410196
78.68886756,-88.91578668
78.68886756,-86.22084083
78.68886756,-85.32252554
78.68886756,-84.42421026
78.68886756,-83.52589497
78.68886756,-81.72926441
78.68886756,-80.83094912
78.68886756,-79.93263384
78.68886756,-79.03431855
78.68886756,-78.13600327
78.68886756,-77.23768799
78.68886756,-76.3393727
78.68886756,-75.44105742
78.51131391,-112.2719841
78.51131391,-111.3736688
78.51131391,-110.4753535
78.51131391,-109.5770382
78.51131391,-104.1871465
78.51131391,-103.2888312
78.51131391,-102.3905159
78.51131391,-101.4922007
78.51131391,-100.5938854
78.51131391,-99.69557009
78.51131391,-97.89893952
78.51131391,-97.00062424
78.51131391,-91.61073253
78.51131391,-90.71241725
78.51131391,-89.81410196
78.51131391,-88.91578668
78.51131391,-88.01747139
78.51131391,-87.11915611
78.51131391,-86.22084083
78.51131391,-85.32252554
78.51131391,-84.42421026
78.51131391,-83.52589497
78.51131391,-82.62757969
78.51131391,-81.72926441
78.51131391,-80.83094912
78.51131391,-79.93263384
78.51131391,-79.03431855
78.51131391,-78.13600327
78.51131391,-77.23768799
78.33101119,-113.1702994
78.33101119,-111.3736688
78.33101119,-110.4753535
78.33101119,-109.5770382
78.33101119,-104.1871465
78.33101119,-102.3905159
78.33101119,-101.4922007
78.33101119,-100.5938854
78.33101119,-97.89893952
78.33101119,-97.00062424
78.33101119,-96.10230895
78.33101119,-95.20399367
78.33101119,-92.50904782
78.33101119,-91.61073253
78.33101119,-89.81410196
78.33101119,-88.91578668
78.33101119,-87.11915611
78.33101119,-86.22084083
78.33101119,-85.32252554
78.33101119,-84.42421026
78.33101119,-83.52589497
78.33101119,-82.62757969
78.33101119,-81.72926441
78.33101119,-80.83094912
78.33101119,-79.93263384
78.33101119,-79.03431855
78.33101119,-78.13600327
78.33101119,-77.23768799
78.33101119,-76.3393727
78.33101119,-75.44105742
78.14791866,-103.2888312
78.14791866,-100.5938854
78.14791866,-99.69557009
78.14791866,-96.10230895
78.14791866,-95.20399367
78.14791866,-90.71241725
78.14791866,-87.11915611
78.14791866,-84.42421026
78.14791866,-83.52589497
78.14791866,-82.62757969
78.14791866,-81.72926441
78.14791866,-80.83094912
78.14791866,-79.93263384
78.14791866,-79.03431855
78.14791866,-78.13600327
78.14791866,-77.23768799
77.96199503,-114.0686146
77.96199503,-112.2719841
77.96199503,-111.3736688
77.96199503,-110.4753535
77.96199503,-100.5938854
77.96199503,-99.69557009
77.96199503,-97.00062424
77.96199503,-96.10230895
77.96199503,-95.20399367
77.96199503,-85.32252554
77.96199503,-84.42421026
77.96199503,-83.52589497
77.96199503,-81.72926441
77.96199503,-80.83094912
77.96199503,-79.93263384
77.96199503,-79.03431855
77.96199503,-77.23768799
77.77319854,-114.0686146
77.77319854,-113.1702994
77.77319854,-112.2719841
77.77319854,-111.3736688
77.77319854,-102.3905159
77.77319854,-101.4922007
77.77319854,-88.01747139
77.77319854,-87.11915611
77.77319854,-86.22084083
77.77319854,-84.42421026
77.77319854,-83.52589497
77.77319854,-82.62757969
77.77319854,-81.72926441
77.77319854,-80.83094912
77.77319854,-79.93263384
77.77319854,-79.03431855
77.77319854,-78.13600327
77.58148686,-112.2719841
77.58148686,-111.3736688
77.58148686,-110.4753535
77.58148686,-96.10230895
77.58148686,-95.20399367
77.58148686,-94.30567838
77.58148686,-90.71241725
77.58148686,-87.11915611
77.58148686,-86.22084083
77.58148686,-85.32252554
77.58148686,-84.42421026
77.58148686,-83.52589497
77.58148686,-82.62757969
77.58148686,-80.83094912
77.58148686,-79.93263384
77.58148686,-79.03431855
77.58148686,-78.13600327
77.38681716,-115.8652452
77.38681716,-112.2719841
77.38681716,-105.0854618
77.38681716,-90.71241725
77.38681716,-89.81410196
77.38681716,-87.11915611
77.38681716,-86.22084083
77.38681716,-85.32252554
77.38681716,-84.42421026
77.38681716,-82.62757969
77.38681716,-81.72926441
77.38681716,-80.83094912
77.38681716,-79.93263384
77.38681716,-79.03431855
77.18914609,-118.5601911
77.18914609,-117.6618758
77.18914609,-116.7635605
77.18914609,-105.0854618
77.18914609,-95.20399367
77.18914609,-90.71241725
77.18914609,-86.22084083
77.18914609,-85.32252554
77.18914609,-84.42421026
77.18914609,-83.52589497
77.18914609,-82.62757969
77.18914609,-80.83094912
77.18914609,-79.93263384
76.98842976,-119.4585063
76.98842976,-118.5601911
76.98842976,-117.6618758
76.98842976,-116.7635605
76.98842976,-115.8652452
76.98842976,-96.10230895
76.98842976,-95.20399367
76.98842976,-88.01747139
76.98842976,-87.11915611
76.98842976,-86.22084083
76.98842976,-85.32252554
76.98842976,-84.42421026
76.98842976,-83.52589497
76.98842976,-82.62757969
76.98842976,-81.72926441
76.98842976,-80.83094912
76.98842976,-79.93263384
76.98842976,-78.13600327
76.78462376,-120.3568216
76.78462376,-119.4585063
76.78462376,-118.5601911
76.78462376,-117.6618758
76.78462376,-116.7635605
76.78462376,-114.0686146
76.78462376,-96.10230895
76.78462376,-95.20399367
76.78462376,-94.30567838
76.78462376,-93.4073631
76.78462376,-89.81410196
76.78462376,-88.91578668
76.78462376,-88.01747139
76.78462376,-87.11915611
76.78462376,-86.22084083
76.78462376,-85.32252554
76.78462376,-84.42421026
76.78462376,-83.52589497
76.78462376,-81.72926441
76.78462376,-80.83094912
76.78462376,-79.93263384
76.78462376,-79.03431855
76.78462376,-78.13600327
76.57768314,-121.2551369
76.57768314,-120.3568216
76.57768314,-119.4585063
76.57768314,-118.5601911
76.57768314,-117.6618758
76.57768314,-116.7635605
76.57768314,-109.5770382
76.57768314,-108.6787229
76.57768314,-104.1871465
76.57768314,-101.4922007
76.57768314,-100.5938854
76.57768314,-99.69557009
76.57768314,-98.7972548
76.57768314,-95.20399367
76.57768314,-94.30567838
76.57768314,-93.4073631
76.57768314,-92.50904782
76.57768314,-91.61073253
76.57768314,-90.71241725
76.57768314,-88.91578668
76.57768314,-88.01747139
76.57768314,-87.11915611
76.57768314,-86.22084083
76.57768314,-85.32252554
76.57768314,-84.42421026
76.57768314,-83.52589497
76.57768314,-82.62757969
76.57768314,-81.72926441
76.57768314,-80.83094912
76.57768314,-79.93263384
76.57768314,-79.03431855
76.36756244,-122.1534522
76.36756244,-121.2551369
76.36756244,-120.3568216
76.36756244,-119.4585063
76.36756244,-117.6618758
76.36756244,-114.9669299
76.36756244,-109.5770382
76.36756244,-108.6787229
76.36756244,-104.1871465
76.36756244,-103.2888312
76.36756244,-101.4922007
76.36756244,-99.69557009
76.36756244,-98.7972548
76.36756244,-97.89893952
76.36756244,-95.20399367
76.36756244,-94.30567838
76.36756244,-93.4073631
76.36756244,-92.50904782
76.36756244,-91.61073253
76.36756244,-90.71241725
76.36756244,-88.01747139
76.36756244,-85.32252554
76.36756244,-79.93263384
76.15421565,-122.1534522
76.15421565,-121.2551369
76.15421565,-120.3568216
76.15421565,-115.8652452
76.15421565,-114.9669299
76.15421565,-114.0686146
76.15421565,-113.1702994
76.15421565,-108.6787229
76.15421565,-104.1871465
76.15421565,-103.2888312
76.15421565,-101.4922007
76.15421565,-99.69557009
76.15421565,-98.7972548
76.15421565,-97.89893952
76.15421565,-92.50904782
76.15421565,-91.61073253
75.93759625,-120.3568216
75.93759625,-117.6618758
75.93759625,-115.8652452
75.93759625,-114.9669299
75.93759625,-114.0686146
75.93759625,-113.1702994
75.93759625,-112.2719841
75.93759625,-109.5770382
75.93759625,-108.6787229
75.93759625,-107.7804076
75.93759625,-106.8820924
75.93759625,-105.9837771
75.93759625,-103.2888312
75.93759625,-102.3905159
75.93759625,-101.4922007
75.93759625,-100.5938854
75.93759625,-98.7972548
75.93759625,-97.89893952
75.93759625,-91.61073253
75.93759625,-90.71241725
75.71765718,-118.5601911
75.71765718,-116.7635605
75.71765718,-115.8652452
75.71765718,-114.9669299
75.71765718,-114.0686146
75.71765718,-113.1702994
75.71765718,-112.2719841
75.71765718,-111.3736688
75.71765718,-108.6787229
75.71765718,-107.7804076
75.71765718,-105.9837771
75.71765718,-102.3905159
75.71765718,-101.4922007
75.71765718,-100.5938854
75.71765718,-99.69557009
75.71765718,-98.7972548
75.71765718,-97.89893952
75.71765718,-91.61073253
75.71765718,-90.71241725
75.71765718,-89.81410196
75.71765718,-83.52589497
75.71765718,-82.62757969
75.71765718,-81.72926441
75.49435087,-115.8652452
75.49435087,-114.9669299
75.49435087,-114.0686146
75.49435087,-113.1702994
75.49435087,-112.2719841
75.49435087,-111.3736688
75.49435087,-110.4753535
75.49435087,-109.5770382
75.49435087,-108.6787229
75.49435087,-107.7804076
75.49435087,-106.8820924
75.49435087,-105.9837771
75.49435087,-99.69557009
75.49435087,-98.7972548
75.49435087,-97.00062424
