Lat,Lon,Alt (m)
76.98842976,-86.22084083,719
76.98842976,-85.32252554,810
76.98842976,-84.42421026,493
76.98842976,-83.52589497,941
76.98842976,-82.62757969,382
76.98842976,-81.72926441,419
76.98842976,-80.83094912,952
76.98842976,-79.93263384,514
76.98842976,-78.13600327,443
76.78462376,-120.3568216,4
76.78462376,-119.4585063,57
76.78462376,-118.5601911,48
76.78462376,-117.6618758,41
76.78462376,-116.7635605,104
76.78462376,-114.0686146,54
76.78462376,-96.10230895,204
76.78462376,-95.20399367,290
76.78462376,-94.30567838,127
76.78462376,-93.4073631,5
76.78462376,-89.81410196,82
76.78462376,-88.91578668,358
76.78462376,-88.01747139,672
76.78462376,-87.11915611,535
76.78462376,-86.22084083,1026
76.78462376,-85.32252554,931
76.78462376,-84.42421026,605
76.78462376,-83.52589497,257
76.78462376,-81.72926441,92
76.78462376,-80.83094912,1056
76.78462376,-79.93263384,555
76.78462376,-79.03431855,458
76.78462376,-78.13600327,500
76.57768314,-121.2551369,4
76.57768314,-120.3568216,22
76.57768314,-119.4585063,65
76.57768314,-118.5601911,78
76.57768314,-117.6618758,71
76.57768314,-116.7635605,2
76.57768314,-109.5770382,10
76.57768314,-108.6787229,12
76.57768314,-104.1871465,41
76.57768314,-101.4922007,194
76.57768314,-100.5938854,10
76.57768314,-99.69557009,65
76.57768314,-98.7972548,87
76.57768314,-95.20399367,306
76.57768314,-94.30567838,244
76.57768314,-93.4073631,213
76.57768314,-92.50904782,11
76.57768314,-91.61073253,270
76.57768314,-90.71241725,6
76.57768314,-88.91578668,278
76.57768314,-88.01747139,326
76.57768314,-87.11915611,491
76.57768314,-86.22084083,611
76.57768314,-85.32252554,518
76.57768314,-84.42421026,389
76.57768314,-83.52589497,487
76.57768314,-82.62757969,646
76.57768314,-81.72926441,879
76.57768314,-80.83094912,517
76.57768314,-79.93263384,901
76.57768314,-79.03431855,499
76.36756244,-122.1534522,14
76.36756244,-121.2551369,23
76.36756244,-120.3568216,75
76.36756244,-119.4585063,40
76.36756244,-117.6618758,59
76.36756244,-114.9669299,58
76.36756244,-109.5770382,93
76.36756244,-108.6787229,91
76.36756244,-104.1871465,29
76.36756244,-103.2888312,32
76.36756244,-101.4922007,250
76.36756244,-99.69557009,158
76.36756244,-98.7972548,144
76.36756244,-97.89893952,17
76.36756244,-95.20399367,101
76.36756244,-94.30567838,251
76.36756244,-93.4073631,63
76.36756244,-92.50904782,249
76.36756244,-91.61073253,412
76.36756244,-90.71241725,273
76.36756244,-88.01747139,113
76.36756244,-85.32252554,454
76.36756244,-79.93263384,786
76.15421565,-122.1534522,18
76.15421565,-121.2551369,67
76.15421565,-120.3568216,88
76.15421565,-115.8652452,58
76.15421565,-114.9669299,119
76.15421565,-114.0686146,78
76.15421565,-113.1702994,90
76.15421565,-108.6787229,84
76.15421565,-104.1871465,142
76.15421565,-103.2888312,139
76.15421565,-101.4922007,110
76.15421565,-99.69557009,190
76.15421565,-98.7972548,160
76.15421565,-97.89893952,150
76.15421565,-92.50904782,166
76.15421565,-91.61073253,212
75.93759625,-120.3568216,176
75.93759625,-117.6618758,2
75.93759625,-115.8652452,361
75.93759625,-114.9669299,204
75.93759625,-114.0686146,235
75.93759625,-113.1702994,376
75.93759625,-112.2719841,434
75.93759625,-109.5770382,30
75.93759625,-108.6787229,143
75.93759625,-107.7804076,66
75.93759625,-106.8820924,5
75.93759625,-105.9837771,191
75.93759625,-103.2888312,53
75.93759625,-102.3905159,148
75.93759625,-101.4922007,70
75.93759625,-100.5938854,217
75.93759625,-98.7972548,189
75.93759625,-97.89893952,94
75.93759625,-91.61073253,228
75.93759625,-90.71241725,91
75.71765718,-118.5601911,87
75.71765718,-116.7635605,224
75.71765718,-115.8652452,484
75.71765718,-114.9669299,20
75.71765718,-114.0686146,435
75.71765718,-113.1702994,514
75.71765718,-112.2719841,241
75.71765718,-111.3736688,4
75.71765718,-108.6787229,51
75.71765718,-107.7804076,123
75.71765718,-105.9837771,162
75.71765718,-102.3905159,33
75.71765718,-101.4922007,145
75.71765718,-100.5938854,105
75.71765718,-99.69557009,101
75.71765718,-98.7972548,37
75.71765718,-97.89893952,29
75.71765718,-91.61073253,137
75.71765718,-90.71241725,235
75.71765718,-89.81410196,293
75.71765718,-83.52589497,648
75.71765718,-82.62757969,650
75.71765718,-81.72926441,677
75.49435087,-115.8652452,106
75.49435087,-114.9669299,384
75.49435087,-114.0686146,344
75.49435087,-113.1702994,500
75.49435087,-112.2719841,241
75.49435087,-111.3736688,58
75.49435087,-110.4753535,85
75.49435087,-109.5770382,69
75.49435087,-108.6787229,10
75.49435087,-107.7804076,255
75.49435087,-106.8820924,126
75.49435087,-105.9837771,50
75.49435087,-99.69557009,33
75.49435087,-98.7972548,201
75.49435087,-97.00062424,8
75.49435087,-96.10230895,11
75.49435087,-95.20399367,34
75.49435087,-94.30567838,193
75.49435087,-91.61073253,125
75.49435087,-90.71241725,290
75.49435087,-89.81410196,260
75.49435087,-88.01747139,167
75.49435087,-87.11915611,212
75.49435087,-85.32252554,438
75.49435087,-84.42421026,688
75.49435087,-83.52589497,1237
75.49435087,-82.62757969,1486
75.49435087,-81.72926441,1217
75.49435087,-80.83094912,550
75.2676292,-116.7635605,385
75.2676292,-115.8652452,394
75.2676292,-114.9669299,332
75.2676292,-113.1702994,460
75.2676292,-112.2719841,183
75.2676292,-111.3736688,124
75.2676292,-110.4753535,132
75.2676292,-109.5770382,143
75.2676292,-108.6787229,150
75.2676292,-107.7804076,98
75.2676292,-106.8820924,159
75.2676292,-105.9837771,65
75.2676292,-104.1871465,111
75.2676292,-99.69557009,93
75.2676292,-98.7972548,234
75.2676292,-95.20399367,149
75.2676292,-94.30567838,137
75.2676292,-91.61073253,259
75.2676292,-90.71241725,321
75.2676292,-89.81410196,277
75.2676292,-88.91578668,398
75.2676292,-88.01747139,383
75.2676292,-87.11915611,440
75.2676292,-86.22084083,522
75.2676292,-85.32252554,599
75.2676292,-84.42421026,974
75.2676292,-83.52589497,1477
75.2676292,-82.62757969,1691
75.2676292,-81.72926441,1601
75.2676292,-80.83094912,1214
75.2676292,-79.93263384,551
75.03744353,-115.8652452,325
75.03744353,-114.9669299,179
75.03744353,-111.3736688,77
75.03744353,-110.4753535,100
75.03744353,-109.5770382,180
75.03744353,-107.7804076,75
75.03744353,-106.8820924,81
75.03744353,-104.1871465,4
75.03744353,-99.69557009,33
75.03744353,-98.7972548,119
75.03744353,-96.10230895,22
75.03744353,-95.20399367,130
75.03744353,-94.30567838,185
75.03744353,-91.61073253,203
75.03744353,-90.71241725,363
75.03744353,-89.81410196,340
75.03744353,-88.91578668,364
75.03744353,-88.01747139,399
75.03744353,-87.11915611,453
75.03744353,-86.22084083,467
75.03744353,-85.32252554,608
75.03744353,-84.42421026,604
75.03744353,-83.52589497,563
75.03744353,-82.62757969,1075
75.03744353,-81.72926441,804
75.03744353,-80.83094912,291
74.80374473,-113.1702994,208
74.80374473,-112.2719841,190
74.80374473,-111.3736688,140
74.80374473,-110.4753535,5
74.80374473,-95.20399367,25
74.80374473,-94.30567838,227
74.80374473,-91.61073253,223
74.80374473,-90.71241725,306
74.80374473,-89.81410196,281
74.80374473,-88.91578668,160
74.80374473,-88.01747139,385
74.80374473,-87.11915611,609
74.80374473,-86.22084083,706
74.80374473,-85.32252554,609
74.80374473,-84.42421026,546
74.80374473,-83.52589497,299
74.80374473,-82.62757969,638
74.80374473,-81.72926441,1120
74.80374473,-80.83094912,375
74.56648312,-114.0686146,148
74.56648312,-113.1702994,279
74.56648312,-112.2719841,209
74.56648312,-89.81410196,353
74.56648312,-88.01747139,316
74.56648312,-87.11915611,331
74.56648312,-85.32252554,697
74.56648312,-84.42421026,475
74.56648312,-83.52589497,0
74.56648312,-82.62757969,511
74.56648312,-81.72926441,1072
74.56648312,-80.83094912,28
74.3256085,-123.9500828,50
74.3256085,-123.0517675,130
74.3256085,-122.1534522,243
74.3256085,-121.2551369,116
74.0810702,-123.9500828,36
74.0810702,-123.0517675,160
74.0810702,-122.1534522,205
74.0810702,-121.2551369,172
74.0810702,-120.3568216,178
74.0810702,-119.4585063,63
74.0810702,-118.5601911,152
74.0810702,-117.6618758,302
74.0810702,-97.89893952,171
74.0810702,-94.30567838,62
74.0810702,-93.4073631,254
74.0810702,-92.50904782,0
73.832817,-123.0517675,128
73.832817,-122.1534522,215
73.832817,-121.2551369,294
73.832817,-120.3568216,81
73.832817,-119.4585063,110
73.832817,-118.5601911,319
73.832817,-117.6618758,337
73.832817,-116.7635605,209
73.832817,-100.5938854,77
73.832817,-99.69557009,72
73.832817,-98.7972548,13
73.832817,-97.89893952,265
73.832817,-94.30567838,228
73.832817,-93.4073631,206
73.832817,-92.50904782,262
73.832817,-91.61073253,356
73.832817,-90.71241725,145
73.832817,-86.22084083,367
73.5807972,-123.9500828,10
73.5807972,-123.0517675,98
73.5807972,-122.1534522,111
73.5807972,-121.2551369,170
73.5807972,-120.3568216,120
73.5807972,-119.4585063,188
73.5807972,-118.5601911,303
73.5807972,-117.6618758,260
73.5807972,-116.7635605,143
73.5807972,-115.8652452,168
73.5807972,-107.7804076,97
73.5807972,-105.9837771,179
73.5807972,-105.0854618,199
73.5807972,-99.69557009,177
73.5807972,-98.7972548,99
73.5807972,-97.89893952,37
73.5807972,-95.20399367,292
73.5807972,-94.30567838,233
73.5807972,-93.4073631,266
73.5807972,-92.50904782,287
73.5807972,-91.61073253,209
73.5807972,-88.01747139,347
73.5807972,-87.11915611,451
73.5807972,-86.22084083,281
73.5807972,-85.32252554,416
73.5807972,-83.52589497,186
73.5807972,-82.62757969,248
73.5807972,-81.72926441,452
73.5807972,-80.83094912,105
73.5807972,-79.93263384,897
73.5807972,-79.03431855,132
73.5807972,-78.13600327,87
73.32495861,-123.9500828,71
73.32495861,-123.0517675,124
73.32495861,-122.1534522,81
73.32495861,-121.2551369,109
73.32495861,-120.3568216,101
73.32495861,-119.4585063,130
73.32495861,-118.5601911,252
73.32495861,-117.6618758,250
73.32495861,-116.7635605,141
73.32495861,-107.7804076,28
73.32495861,-105.9837771,80
73.32495861,-105.0854618,109
73.32495861,-100.5938854,51
73.32495861,-99.69557009,131
73.32495861,-98.7972548,118
73.32495861,-97.89893952,27
73.32495861,-95.20399367,331
73.32495861,-94.30567838,282
73.32495861,-93.4073631,341
73.32495861,-92.50904782,308
73.32495861,-91.61073253,279
73.32495861,-88.01747139,303
73.32495861,-87.11915611,402
73.32495861,-86.22084083,211
73.32495861,-84.42421026,427
73.32495861,-83.52589497,776
73.32495861,-82.62757969,691
73.32495861,-81.72926441,449
73.32495861,-80.83094912,91
73.32495861,-79.93263384,747
73.32495861,-79.03431855,974
73.32495861,-78.13600327,897
73.32495861,-77.23768799,49
73.06524853,-123.9500828,80
73.06524853,-123.0517675,142
73.06524853,-122.1534522,120
73.06524853,-121.2551369,75
73.06524853,-120.3568216,132
73.06524853,-119.4585063,64
73.06524853,-118.5601911,102
73.06524853,-117.6618758,121
73.06524853,-115.8652452,124
73.06524853,-114.9669299,169
73.06524853,-114.0686146,48
73.06524853,-107.7804076,187
73.06524853,-106.8820924,71
73.06524853,-105.9837771,2
73.06524853,-105.0854618,42
73.06524853,-99.69557009,82
73.06524853,-98.7972548,94
73.06524853,-97.00062424,155
73.06524853,-95.20399367,305
73.06524853,-94.30567838,224
73.06524853,-93.4073631,123
73.06524853,-92.50904782,211
73.06524853,-91.61073253,158
73.06524853,-88.91578668,207
73.06524853,-88.01747139,317
73.06524853,-87.11915611,381
73.06524853,-85.32252554,337
73.06524853,-83.52589497,302
73.06524853,-82.62757969,882
73.06524853,-81.72926441,701
73.06524853,-80.83094912,372
73.06524853,-79.93263384,231
73.06524853,-79.03431855,717
73.06524853,-78.13600327,1095
73.06524853,-77.23768799,809
73.06524853,-76.3393727,238
72.80161381,-124.848398,18
72.80161381,-123.9500828,50
72.80161381,-123.0517675,70
72.80161381,-122.1534522,97
72.80161381,-121.2551369,92
72.80161381,-120.3568216,85
72.80161381,-119.4585063,152
72.80161381,-118.5601911,41
72.80161381,-116.7635605,123
72.80161381,-115.8652452,250
72.80161381,-114.9669299,271
72.80161381,-113.1702994,101
72.80161381,-112.2719841,169
72.80161381,-109.5770382,150
72.80161381,-107.7804076,201
72.80161381,-106.8820924,158
72.80161381,-105.9837771,76
72.80161381,-102.3905159,46
72.80161381,-101.4922007,4
72.80161381,-100.5938854,2
72.80161381,-99.69557009,18
72.80161381,-98.7972548,29
72.80161381,-97.89893952,104
72.80161381,-95.20399367,233
72.80161381,-94.30567838,306
72.80161381,-93.4073631,0
72.80161381,-92.50904782,245
72.80161381,-88.91578668,236
72.80161381,-88.01747139,197
72.80161381,-87.11915611,170
72.80161381,-85.32252554,573
72.80161381,-84.42421026,605
72.80161381,-83.52589497,448
72.80161381,-82.62757969,700
72.80161381,-81.72926441,578
72.80161381,-80.83094912,664
72.80161381,-79.03431855,101
72.53400079,-124.848398,12
72.53400079,-123.9500828,94
72.53400079,-123.0517675,121
72.53400079,-122.1534522,155
72.53400079,-121.2551369,112
72.53400079,-120.3568216,160
72.53400079,-119.4585063,119
72.53400079,-117.6618758,188
72.53400079,-116.7635605,150
72.53400079,-115.8652452,184
72.53400079,-114.9669299,5
72.53400079,-114.0686146,18
72.53400079,-113.1702994,199
72.53400079,-112.2719841,254
72.53400079,-109.5770382,252
72.53400079,-108.6787229,19
72.53400079,-107.7804076,155
72.53400079,-106.8820924,148
72.53400079,-105.9837771,114
72.53400079,-101.4922007,32
72.53400079,-100.5938854,10
72.53400079,-99.69557009,36
72.53400079,-98.7972548,40
72.53400079,-97.89893952,74
72.53400079,-97.00062424,32
72.53400079,-95.20399367,6
72.53400079,-94.30567838,189
72.53400079,-88.91578668,206
72.53400079,-88.01747139,239
72.53400079,-87.11915611,329
72.53400079,-85.32252554,563
72.53400079,-84.42421026,653
72.53400079,-83.52589497,313
72.53400079,-82.62757969,634
72.53400079,-81.72926441,595
72.53400079,-80.83094912,672
72.53400079,-78.13600327,369
72.53400079,-77.23768799,322
72.53400079,-76.3393727,507
72.26235538,-124.848398,73
72.26235538,-123.9500828,92
72.26235538,-123.0517675,149
72.26235538,-122.1534522,114
72.26235538,-121.2551369,211
72.26235538,-120.3568216,55
72.26235538,-117.6618758,59
72.26235538,-116.7635605,134
72.26235538,-115.8652452,146
72.26235538,-114.9669299,143
72.26235538,-114.0686146,112
72.26235538,-113.1702994,240
72.26235538,-112.2719841,230
72.26235538,-111.3736688,205
72.26235538,-110.4753535,340
72.26235538,-109.5770382,182
72.26235538,-108.6787229,20
72.26235538,-106.8820924,129
72.26235538,-105.9837771,97
72.26235538,-105.0854618,8
72.26235538,-100.5938854,9
72.26235538,-99.69557009,53
72.26235538,-98.7972548,48
72.26235538,-97.89893952,95
72.26235538,-97.00062424,60
72.26235538,-94.30567838,304
72.26235538,-89.81410196,32
72.26235538,-88.91578668,157
72.26235538,-88.01747139,210
72.26235538,-87.11915611,250
72.26235538,-84.42421026,326
72.26235538,-83.52589497,383
72.26235538,-82.62757969,389
72.26235538,-81.72926441,67
72.26235538,-80.83094912,259
72.26235538,-79.93263384,381
72.26235538,-79.03431855,702
72.26235538,-78.13600327,679
72.26235538,-77.23768799,1050
72.26235538,-76.3393727,382
72.26235538,-75.44105742,692
71.98662301,-125.7467133,6
71.98662301,-124.848398,107
71.98662301,-123.9500828,227
71.98662301,-123.0517675,295
71.98662301,-122.1534522,270
71.98662301,-121.2551369,210
71.98662301,-118.5601911,269
71.98662301,-117.6618758,224
71.98662301,-116.7635605,298
71.98662301,-115.8652452,306
71.98662301,-114.9669299,292
71.98662301,-114.0686146,250
71.98662301,-113.1702994,238
71.98662301,-112.2719841,251
71.98662301,-111.3736688,414
71.98662301,-110.4753535,455
71.98662301,-109.5770382,359
71.98662301,-108.6787229,134
71.98662301,-106.8820924,112
71.98662301,-105.9837771,102
71.98662301,-105.0854618,38
71.98662301,-99.69557009,54
71.98662301,-98.7972548,77
71.98662301,-97.89893952,65
71.98662301,-97.00062424,80
71.98662301,-89.81410196,144
71.98662301,-88.91578668,138
71.98662301,-88.01747139,205
71.98662301,-87.11915611,239
71.98662301,-85.32252554,88
71.98662301,-84.42421026,73
71.98662301,-83.52589497,373
71.98662301,-82.62757969,337
71.98662301,-81.72926441,359
71.98662301,-80.83094912,275
71.98662301,-79.93263384,185
71.98662301,-77.23768799,1312
71.98662301,-76.3393727,942
71.98662301,-75.44105742,966
71.98662301,-74.54274213,152
71.70674868,-123.9500828,81
71.70674868,-123.0517675,292
71.70674868,-122.1534522,450
71.70674868,-121.2551369,308
71.70674868,-118.5601911,87
71.70674868,-117.6618758,225
71.70674868,-116.7635605,391
71.70674868,-115.8652452,271
71.70674868,-114.9669299,202
71.70674868,-114.0686146,309
71.70674868,-113.1702994,395
71.70674868,-112.2719841,460
71.70674868,-111.3736688,381
71.70674868,-110.4753535,286
71.70674868,-109.5770382,279
71.70674868,-108.6787229,109
71.70674868,-107.7804076,43
71.70674868,-106.8820924,88
71.70674868,-105.9837771,103
71.70674868,-105.0854618,86
71.70674868,-98.7972548,73
71.70674868,-97.89893952,52
71.70674868,-95.20399367,187
71.70674868,-94.30567838,65
71.70674868,-89.81410196,7
71.70674868,-88.91578668,244
71.70674868,-88.01747139,250
71.70674868,-87.11915611,200
71.70674868,-86.22084083,114
71.70674868,-85.32252554,21
71.70674868,-84.42421026,73
71.70674868,-83.52589497,307
71.70674868,-82.62757969,377
71.70674868,-81.72926441,277
71.70674868,-80.83094912,271
71.70674868,-79.93263384,615
71.70674868,-79.03431855,747
71.70674868,-78.13600327,823
71.70674868,-77.23768799,750
71.70674868,-76.3393727,46
71.70674868,-75.44105742,101
71.42267694,-123.0517675,193
71.42267694,-122.1534522,211
71.42267694,-121.2551369,31
71.42267694,-117.6618758,55
71.42267694,-115.8652452,340
71.42267694,-114.9669299,227
71.42267694,-114.0686146,373
71.42267694,-113.1702994,343
71.42267694,-112.2719841,297
71.42267694,-111.3736688,310
71.42267694,-110.4753535,264
71.42267694,-109.5770382,269
71.42267694,-108.6787229,118
71.42267694,-107.7804076,55
71.42267694,-106.8820924,82
71.42267694,-105.9837771,96
71.42267694,-105.0854618,81
71.42267694,-98.7972548,41
71.42267694,-95.20399367,245
71.42267694,-94.30567838,141
71.42267694,-93.4073631,77
71.42267694,-89.81410196,26
71.42267694,-88.91578668,122
71.42267694,-88.01747139,136
71.42267694,-87.11915611,164
71.42267694,-86.22084083,171
71.42267694,-85.32252554,36
71.42267694,-84.42421026,122
71.42267694,-83.52589497,138
71.42267694,-82.62757969,144
71.42267694,-81.72926441,281
71.42267694,-80.83094912,305
71.42267694,-79.93263384,339
71.42267694,-79.03431855,620
71.42267694,-78.13600327,522
71.42267694,-77.23768799,475
71.42267694,-76.3393727,495
71.42267694,-75.44105742,335
71.42267694,-74.54274213,975
71.42267694,-73.64442685,483
71.42267694,-72.74611156,71
71.42267694,-71.84779628,505
71.13435193,-123.0517675,602
71.13435193,-117.6618758,134
71.13435193,-116.7635605,161
71.13435193,-115.8652452,223
71.13435193,-114.9669299,169
71.13435193,-114.0686146,324
71.13435193,-113.1702994,220
71.13435193,-112.2719841,232
71.13435193,-111.3736688,253
71.13435193,-110.4753535,331
71.13435193,-109.5770382,225
71.13435193,-108.6787229,96
71.13435193,-107.7804076,111
71.13435193,-106.8820924,88
71.13435193,-105.9837771,100
71.13435193,-105.0854618,56
71.13435193,-96.10230895,191
71.13435193,-95.20399367,162
71.13435193,-94.30567838,457
71.13435193,-93.4073631,125
71.13435193,-87.11915611,98
71.13435193,-86.22084083,83
71.13435193,-85.32252554,45
71.13435193,-84.42421026,54
71.13435193,-83.52589497,126
71.13435193,-82.62757969,81
71.13435193,-81.72926441,125
71.13435193,-80.83094912,189
71.13435193,-79.93263384,122
71.13435193,-79.03431855,127
71.13435193,-78.13600327,176
71.13435193,-77.23768799,550
71.13435193,-76.3393727,660
71.13435193,-75.44105742,374
71.13435193,-74.54274213,529
71.13435193,-72.74611156,185
71.13435193,-71.84779628,921
70.84171738,-117.6618758,204
70.84171738,-116.7635605,332
70.84171738,-115.8652452,387
70.84171738,-114.9669299,337
70.84171738,-114.0686146,230
70.84171738,-113.1702994,209
70.84171738,-112.2719841,222
70.84171738,-111.3736688,263
70.84171738,-110.4753535,198
70.84171738,-109.5770382,163
70.84171738,-108.6787229,95
70.84171738,-107.7804076,99
70.84171738,-106.8820924,131
70.84171738,-105.9837771,120
70.84171738,-105.0854618,84
70.84171738,-104.1871465,29
70.84171738,-96.10230895,199
70.84171738,-95.20399367,359
70.84171738,-94.30567838,443
70.84171738,-93.4073631,220
70.84171738,-88.91578668,98
70.84171738,-88.01747139,136
70.84171738,-87.11915611,62
70.84171738,-86.22084083,199
70.84171738,-85.32252554,181
70.84171738,-84.42421026,65
70.84171738,-83.52589497,212
70.84171738,-82.62757969,98
70.84171738,-81.72926441,89
70.84171738,-80.83094912,93
70.84171738,-79.93263384,119
70.84171738,-79.03431855,101
70.84171738,-78.13600327,260
70.84171738,-77.23768799,531
70.84171738,-76.3393727,570
70.84171738,-75.44105742,657
70.84171738,-74.54274213,589
70.84171738,-73.64442685,830
70.84171738,-72.74611156,816
70.84171738,-70.949481,609
70.84171738,-70.05116571,153
70.54471664,-116.7635605,4
70.54471664,-112.2719841,33
70.54471664,-111.3736688,112
70.54471664,-110.4753535,240
70.54471664,-109.5770382,162
70.54471664,-108.6787229,164
70.54471664,-107.7804076,130
70.54471664,-106.8820924,147
70.54471664,-105.9837771,106
70.54471664,-105.0854618,90
70.54471664,-104.1871465,50
70.54471664,-103.2888312,11
70.54471664,-100.5938854,3
70.54471664,-96.10230895,20
70.54471664,-95.20399367,438
70.54471664,-94.30567838,367
70.54471664,-93.4073631,510
70.54471664,-92.50904782,53
70.54471664,-88.01747139,119
70.54471664,-87.11915611,74
70.54471664,-86.22084083,130
70.54471664,-85.32252554,306
70.54471664,-84.42421026,43
70.54471664,-83.52589497,192
70.54471664,-82.62757969,200
70.54471664,-81.72926441,112
70.54471664,-80.83094912,165
70.54471664,-79.93263384,64
70.54471664,-79.03431855,5
70.54471664,-78.13600327,320
70.54471664,-77.23768799,334
70.54471664,-76.3393727,541
70.54471664,-75.44105742,543
70.54471664,-74.54274213,562
70.54471664,-73.64442685,551
70.54471664,-72.74611156,460
70.54471664,-71.84779628,896
70.54471664,-70.949481,858
70.54471664,-70.05116571,18
70.54471664,-69.15285043,229
70.24329264,-127.5433439,26
70.24329264,-114.9669299,184
70.24329264,-114.0686146,186
70.24329264,-113.1702994,36
70.24329264,-112.2719841,1
70.24329264,-111.3736688,25
70.24329264,-110.4753535,59
70.24329264,-109.5770382,139
70.24329264,-108.6787229,180
70.24329264,-107.7804076,170
70.24329264,-106.8820924,179
70.24329264,-105.9837771,135
70.24329264,-105.0854618,149
70.24329264,-104.1871465,70
70.24329264,-103.2888312,43
70.24329264,-102.3905159,15
70.24329264,-96.10230895,102
70.24329264,-95.20399367,220
70.24329264,-94.30567838,338
70.24329264,-93.4073631,309
70.24329264,-92.50904782,137
70.24329264,-86.22084083,296
70.24329264,-85.32252554,572
70.24329264,-84.42421026,177
70.24329264,-83.52589497,290
70.24329264,-82.62757969,162
70.24329264,-81.72926441,67
70.24329264,-80.83094912,89
70.24329264,-79.93263384,18
70.24329264,-79.03431855,56
70.24329264,-77.23768799,343
70.24329264,-76.3393727,280
70.24329264,-75.44105742,304
70.24329264,-74.54274213,752
70.24329264,-73.64442685,947
70.24329264,-72.74611156,538
70.24329264,-71.84779628,18
70.24329264,-70.949481,878
70.24329264,-70.05116571,465
70.24329264,-68.25453514,38
69.93738799,-130.2382897,18
69.93738799,-127.5433439,43
69.93738799,-124.848398,24
69.93738799,-116.7635605,209
69.93738799,-115.8652452,243
69.93738799,-114.9669299,250
69.93738799,-114.0686146,360
69.93738799,-113.1702994,248
69.93738799,-112.2719841,232
69.93738799,-111.3736688,148
69.93738799,-110.4753535,92
69.93738799,-109.5770382,96
69.93738799,-108.6787229,105
69.93738799,-107.7804076,133
69.93738799,-106.8820924,148
69.93738799,-105.9837771,125
69.93738799,-105.0854618,162
69.93738799,-104.1871465,58
69.93738799,-103.2888312,30
69.93738799,-102.3905159,17
69.93738799,-101.4922007,20
69.93738799,-96.10230895,1
69.93738799,-95.20399367,139
69.93738799,-94.30567838,210
69.93738799,-93.4073631,71
69.93738799,-92.50904782,94
69.93738799,-82.62757969,116
69.93738799,-81.72926441,10
69.93738799,-79.93263384,3
69.93738799,-79.03431855,54
69.93738799,-77.23768799,288
69.93738799,-76.3393727,328
69.93738799,-75.44105742,298
69.93738799,-74.54274213,458
69.93738799,-73.64442685,966
69.93738799,-72.74611156,850
69.93738799,-71.84779628,372
69.93738799,-70.949481,328
69.93738799,-70.05116571,1040
69.93738799,-68.25453514,230
69.93738799,-67.35621986,20
69.62694493,-132.9332356,5
69.62694493,-132.0349203,14
69.62694493,-131.136605,28
69.62694493,-130.2382897,12
69.62694493,-129.3399745,24
69.62694493,-128.4416592,84
69.62694493,-127.5433439,75
69.62694493,-126.6450286,259
69.62694493,-124.848398,9
69.62694493,-123.0517675,37
69.62694493,-122.1534522,445
69.62694493,-121.2551369,145
69.62694493,-116.7635605,11
69.62694493,-115.8652452,231
69.62694493,-114.9669299,323
69.62694493,-114.0686146,307
69.62694493,-113.1702994,275
69.62694493,-112.2719841,290
69.62694493,-111.3736688,210
69.62694493,-110.4753535,159
69.62694493,-109.5770382,90
69.62694493,-108.6787229,76
69.62694493,-107.7804076,62
69.62694493,-106.8820924,78
69.62694493,-105.9837771,110
69.62694493,-105.0854618,120
69.62694493,-104.1871465,40
69.62694493,-97.89893952,61
69.62694493,-94.30567838,251
69.62694493,-93.4073631,9
69.62694493,-92.50904782,165
69.62694493,-85.32252554,195
69.62694493,-84.42421026,315
69.62694493,-83.52589497,112
69.62694493,-79.93263384,4
69.62694493,-78.13600327,16
69.62694493,-76.3393727,131
69.62694493,-75.44105742,41
69.62694493,-74.54274213,327
69.62694493,-73.64442685,310
69.62694493,-72.74611156,447
69.62694493,-71.84779628,457
69.62694493,-70.949481,610
69.62694493,-70.05116571,59
69.62694493,-69.15285043,819
69.31190537,-140.1197579,629
69.31190537,-139.2214426,93
69.31190537,-134.7298662,14
69.31190537,-133.8315509,30
69.31190537,-132.9332356,19
69.31190537,-131.136605,11
69.31190537,-130.2382897,18
69.31190537,-129.3399745,114
69.31190537,-128.4416592,20
69.31190537,-127.5433439,306
69.31190537,-126.6450286,279
69.31190537,-125.7467133,321
69.31190537,-124.848398,28
69.31190537,-123.9500828,95
69.31190537,-123.0517675,351
69.31190537,-122.1534522,459
69.31190537,-121.2551369,700
69.31190537,-120.3568216,305
69.31190537,-115.8652452,50
69.31190537,-114.9669299,33
69.31190537,-114.0686146,38
69.31190537,-113.1702994,100
69.31190537,-112.2719841,140
69.31190537,-111.3736688,120
69.31190537,-110.4753535,131
69.31190537,-109.5770382,161
69.31190537,-108.6787229,105
69.31190537,-107.7804076,162
69.31190537,-105.9837771,61
69.31190537,-105.0854618,58
69.31190537,-104.1871465,45
69.31190537,-103.2888312,13
69.31190537,-102.3905159,17
69.31190537,-97.89893952,28
69.31190537,-97.00062424,76
69.31190537,-93.4073631,10
69.31190537,-92.50904782,107
69.31190537,-91.61073253,172
69.31190537,-85.32252554,2
69.31190537,-84.42421026,338
69.31190537,-83.52589497,147
69.31190537,-82.62757969,68
69.31190537,-77.23768799,8
69.31190537,-75.44105742,262
69.31190537,-74.54274213,280
69.31190537,-73.64442685,360
69.31190537,-72.74611156,359
69.31190537,-71.84779628,427
69.31190537,-70.949481,417
69.31190537,-70.05116571,447
69.31190537,-67.35621986,164
68.99221094,-140.1197579,1159
