Lat,Lon,isoP
82.46200533,-77.23768799,-36.577067888774934
82.46200533,-76.3393727,-34.430808362290904
82.46200533,-75.44105742,-34.64269496755499
82.46200533,-74.54274213,-32.750986850162995
82.46200533,-73.64442685,-36.11869729870579
82.46200533,-72.74611156,-33.68134898113389
82.46200533,-71.84779628,-32.46572556932708
82.46200533,-70.949481,-34.03739269785715
82.46200533,-70.05116571,-36.981880064296085
82.46200533,-69.15285043,-34.58987769519081
82.46200533,-68.25453514,-33.06851333076972
82.46200533,-67.35621986,-34.42811637690726
82.46200533,-66.45790458,-34.31372638361396
82.46200533,-65.55958929,-33.49882139919749
82.46200533,-64.66127401,-31.717178715720827
82.46200533,-63.76295872,-32.74477159968271
82.46200533,-62.86464344,-31.15228485748164
82.46200533,-61.96632816,-29.508848850975053
82.34324056,-85.32252554,-28.906090002245797
82.34324056,-84.42421026,-30.549067088972453
82.34324056,-81.72926441,-30.51013570618684
82.34324056,-80.83094912,-31.959997473173527
82.34324056,-79.93263384,-31.288294931244664
82.34324056,-79.03431855,-34.09980908155794
82.34324056,-78.13600327,-32.69510319625382
82.34324056,-77.23768799,-36.56757337987689
82.34324056,-76.3393727,-34.42131385339286
82.34324056,-75.44105742,-34.63320045865695
82.34324056,-74.54274213,-32.74149234126495
82.34324056,-73.64442685,-36.10920278980775
82.34324056,-72.74611156,-33.67185447223585
82.34324056,-71.84779628,-37.283030470482636
82.34324056,-70.949481,-35.87523745366123
82.34324056,-70.05116571,-36.97238555539805
82.34324056,-69.15285043,-34.580383186292764
82.34324056,-68.25453514,-34.394308597255076
82.34324056,-67.35621986,-34.41862186800923
82.34324056,-66.45790458,-34.30423187471593
82.34324056,-65.55958929,-33.48932689029945
82.34324056,-64.66127401,-33.561126174088976
82.34324056,-63.76295872,-32.73527709078467
82.34324056,-62.86464344,-31.1427903485836
82.34324056,-61.96632816,-30.801255362836223
82.22261593,-86.22084083,-29.74038158010531
82.22261593,-85.32252554,-32.18535910134432
82.22261593,-84.42421026,-31.80613828817629
82.22261593,-83.52589497,-34.022703496209985
82.22261593,-82.62757969,-31.40288778205597
82.22261593,-81.72926441,-33.251933922616615
82.22261593,-80.83094912,-31.95035427997021
82.22261593,-79.93263384,-35.505640316257555
82.22261593,-79.03431855,-34.09016588835461
82.22261593,-78.13600327,-37.898974797013445
82.22261593,-77.23768799,-36.55793018667358
82.22261593,-76.3393727,-39.13731144383384
82.22261593,-75.44105742,-34.623557265453634
82.22261593,-74.54274213,-38.4101029165089
82.22261593,-73.64442685,-36.09955959660443
82.22261593,-72.74611156,-36.64025813876249
82.22261593,-71.84779628,-37.273387277279326
82.22261593,-70.949481,-35.86559426045791
82.22261593,-70.05116571,-36.96274236219474
82.22261593,-69.15285043,-34.570739993089454
82.22261593,-68.25453514,-34.384665404051766
82.22261593,-67.35621986,-33.76950685556676
82.22261593,-66.45790458,-34.294588681512614
82.22261593,-65.55958929,-33.47968369709613
82.22261593,-64.66127401,-33.55148298088566
82.22261593,-63.76295872,-32.72563389758135
82.22261593,-62.86464344,-31.82887254059472
82.22261593,-61.96632816,-30.791612169632902
82.10010285,-88.01747139,-29.169761070515396
82.10010285,-86.22084083,-29.730587417003026
82.10010285,-85.32252554,-32.175564938242026
82.10010285,-84.42421026,-31.796344125073997
82.10010285,-83.52589497,-34.012909333107686
82.10010285,-82.62757969,-31.393093618953678
82.10010285,-81.72926441,-33.24213975951432
82.10010285,-80.83094912,-31.940560116867914
82.10010285,-79.93263384,-35.49584615315527
82.10010285,-79.03431855,-34.08037172525233
82.10010285,-78.13600327,-37.88918063391115
82.10010285,-77.23768799,-36.54813602357129
82.10010285,-76.3393727,-39.127517280731546
82.10010285,-75.44105742,-37.91017625229366
82.10010285,-74.54274213,-38.4003087534066
82.10010285,-73.64442685,-36.08976543350214
82.10010285,-72.74611156,-36.6304639756602
82.10010285,-71.84779628,-37.263593114177034
82.10010285,-70.949481,-35.85580009735562
82.10010285,-70.05116571,-36.95294819909244
82.10010285,-69.15285043,-33.95968147852537
82.10010285,-68.25453514,-34.374871240949474
82.10010285,-67.35621986,-33.759712692464475
82.10010285,-66.45790458,-34.28479451841032
82.10010285,-65.55958929,-32.0076184343505
82.10010285,-64.66127401,-33.54168881778337
82.10010285,-63.76295872,-31.476169131629668
82.10010285,-62.86464344,-31.819078377492428
82.10010285,-61.96632816,-29.709463207534693
81.97567232,-88.91578668,-30.01873081764445
81.97567232,-88.01747139,-29.159813619143474
81.97567232,-86.22084083,-29.7206399656311
81.97567232,-85.32252554,-32.16561748687011
81.97567232,-84.42421026,-31.786396673702072
81.97567232,-83.52589497,-34.00296188173576
81.97567232,-82.62757969,-31.38314616758176
81.97567232,-81.72926441,-33.2321923081424
81.97567232,-80.83094912,-31.930612665495996
81.97567232,-79.03431855,-37.172691116842046
81.97567232,-78.13600327,-37.87923318253923
81.97567232,-77.23768799,-37.91872420220254
81.97567232,-76.3393727,-39.11756982935962
81.97567232,-75.44105742,-36.58920049583776
81.97567232,-74.54274213,-38.390361302034684
81.97567232,-73.64442685,-35.9478596217827
81.97567232,-72.74611156,-36.62051652428827
81.97567232,-71.84779628,-34.189814644829006
81.97567232,-70.949481,-35.8458526459837
81.97567232,-70.05116571,-31.921147291189907
81.97567232,-69.15285043,-33.94973402715345
81.97567232,-68.25453514,-34.364923789577546
81.97567232,-67.35621986,-33.749765241092554
81.97567232,-66.45790458,-30.554849263591677
81.97567232,-65.55958929,-31.997670982978573
81.97567232,-64.66127401,-33.53174136641144
81.97567232,-63.76295872,-31.466221680257743
81.97567232,-62.86464344,-29.29558586058521
81.84929493,-89.81410196,-28.875845800110454
81.84929493,-88.91578668,-29.600312787338062
81.84929493,-88.01747139,-29.149710528354294
81.84929493,-87.11915611,-31.199259709972605
81.84929493,-86.22084083,-29.71053687484192
81.84929493,-85.32252554,-32.155514396080925
81.84929493,-84.42421026,-31.7762935829129
81.84929493,-83.52589497,-33.99285879094658
81.84929493,-82.62757969,-37.76689228722012
81.84929493,-81.72926441,-33.22208921735322
81.84929493,-80.83094912,-36.874047891020524
81.84929493,-79.93263384,-35.475795610994155
81.84929493,-79.03431855,-37.16258802605285
81.84929493,-78.13600327,-37.86913009175005
81.84929493,-77.23768799,-37.90862111141336
81.84929493,-76.3393727,-39.10746673857044
81.84929493,-75.44105742,-36.57909740504857
81.84929493,-74.54274213,-38.380258211245504
81.84929493,-73.64442685,-35.93775653099351
81.84929493,-72.74611156,-36.6104134334991
81.84929493,-71.84779628,-33.187975443759456
81.84929493,-70.949481,-31.651268389318144
81.84929493,-70.05116571,-31.91104420040073
81.84929493,-69.15285043,-33.93963093636427
81.84929493,-68.25453514,-31.59018740910649
81.84929493,-67.35621986,-30.465224783716568
81.84929493,-66.45790458,-30.54474617280249
81.84929493,-65.55958929,-31.987567892189393
81.84929493,-64.66127401,-29.39664757386292
81.84929493,-63.76295872,-31.456118589468566
81.72094084,-91.61073253,-28.746103080003163
81.72094084,-90.71241725,-28.761970958680294
81.72094084,-89.81410196,-28.757162146581084
81.72094084,-88.91578668,-29.59005167160817
81.72094084,-88.01747139,-30.120395225709665
81.72094084,-87.11915611,-31.188998594242708
81.72094084,-86.22084083,-31.986455056345882
81.72094084,-85.32252554,-32.14165229707008
81.72094084,-84.42421026,-33.95140153335758
81.72094084,-83.52589497,-33.98259767521669
81.72094084,-82.62757969,-37.75663117149022
81.72094084,-81.72926441,-33.21182810162332
81.72094084,-80.83094912,-36.86378677529062
81.72094084,-79.93263384,-35.46553449526426
81.72094084,-79.03431855,-37.15232691032296
81.72094084,-78.13600327,-34.14867330581602
81.72094084,-77.23768799,-37.89835999568346
81.72094084,-76.3393727,-33.84110733054608
81.72094084,-75.44105742,-36.56883628931868
81.72094084,-74.54274213,-33.54423621582232
81.72094084,-73.64442685,-35.92749541526362
81.72094084,-72.74611156,-33.08292785814331
81.72094084,-71.84779628,-33.17771432802956
81.72094084,-70.949481,-31.64100727358825
81.72094084,-70.05116571,-31.900783084670827
81.72094084,-69.15285043,-33.92936982063436
81.72094084,-68.25453514,-30.588250257972096
81.72094084,-67.35621986,-30.45496366798667
81.72094084,-66.45790458,-30.534485057072597
81.72094084,-65.55958929,-31.977306776459493
81.59057979,-89.81410196,-28.751861448462815
81.59057979,-88.91578668,-29.579630111837677
81.59057979,-88.01747139,-30.109973665939172
81.59057979,-87.11915611,-31.17857703447223
81.59057979,-86.22084083,-31.976033496575404
81.59057979,-85.32252554,-32.1312307372996
81.59057979,-84.42421026,-33.940979973587105
81.59057979,-83.52589497,-33.9721761154462
81.59057979,-82.62757969,-37.74620961171974
81.59057979,-81.72926441,-36.814684115206596
81.59057979,-80.83094912,-36.85336521552014
81.59057979,-79.93263384,-36.62422608041825
81.59057979,-79.03431855,-37.14190535055248
81.59057979,-78.13600327,-34.13825174604554
81.59057979,-77.23768799,-37.88793843591297
81.59057979,-76.3393727,-33.8306857707756
81.59057979,-75.44105742,-36.558414729548204
81.59057979,-74.54274213,-33.533814656051845
81.59057979,-73.64442685,-35.917073855493136
81.59057979,-72.74611156,-33.07250629837282
81.59057979,-71.84779628,-33.16729276825908
81.59057979,-70.949481,-31.63058571381777
81.59057979,-70.05116571,-31.89036152490035
81.59057979,-69.15285043,-30.517712692178026
81.59057979,-68.25453514,-30.577828698201618
81.45818108,-90.71241725,-28.65219060301631
81.45818108,-89.81410196,-28.7412769903766
81.45818108,-88.01747139,-30.099389207852965
81.45818108,-87.11915611,-31.16799257638601
81.45818108,-86.22084083,-31.965449038489183
81.45818108,-85.32252554,-32.12064627921339
81.45818108,-84.42421026,-33.93039551550089
81.45818108,-83.52589497,-33.537021268317226
81.45818108,-82.62757969,-37.73562515363352
81.45818108,-81.72926441,-36.804099657120375
81.45818108,-80.83094912,-39.791705258627914
81.45818108,-79.93263384,-36.613641622332025
81.45818108,-79.03431855,-37.13132089246626
81.45818108,-78.13600327,-34.127667287959326
81.45818108,-77.23768799,-37.877353977826765
81.45818108,-76.3393727,-33.82010131268938
81.45818108,-75.44105742,-32.500095147938815
81.45818108,-74.54274213,-33.52323019796563
81.45818108,-73.64442685,-33.39779597515639
81.45818108,-72.74611156,-33.061921840286615
81.45818108,-71.84779628,-32.24201829119435
81.45818108,-70.949481,-31.620001255731555
81.45818108,-70.05116571,-30.907210849142704
81.45818108,-69.15285043,-30.507128234091805
81.45818108,-68.25453514,-30.567244240115397
81.45818108,-67.35621986,-30.433957650129972
81.45818108,-65.55958929,-29.001504770232014
81.45818108,-64.66127401,-29.056885706908812
81.32371359,-93.4073631,-28.691215771909466
81.32371359,-89.81410196,-28.730527146123105
81.32371359,-88.91578668,-29.55829580949797
81.32371359,-88.01747139,-30.08863936359947
81.32371359,-87.11915611,-30.542445215620134
81.32371359,-86.22084083,-31.552735835586105
81.32371359,-85.32252554,-31.7179298994264
81.32371359,-84.42421026,-33.919645671247395
81.32371359,-83.52589497,-33.52627142406373
81.32371359,-82.62757969,-37.72487530938003
81.32371359,-81.72926441,-36.793349812866886
81.32371359,-80.83094912,-34.21367378012838
81.32371359,-79.93263384,-36.602891778078536
81.32371359,-79.03431855,-32.30726221830435
81.32371359,-78.13600327,-34.11691744370583
81.32371359,-77.23768799,-32.410924603352285
81.32371359,-76.3393727,-33.80935146843589
81.32371359,-75.44105742,-32.489345303685326
81.32371359,-74.54274213,-33.250468743934285
81.32371359,-73.64442685,-33.387046130902895
81.32371359,-72.74611156,-33.05117199603311
81.32371359,-71.84779628,-32.23126844694086
81.32371359,-70.949481,-32.09115026426855
81.32371359,-70.05116571,-30.896461004889215
81.32371359,-69.15285043,-30.496378389838316
81.32371359,-67.35621986,-30.423207805876476
81.32371359,-66.45790458,-29.710875071447838
81.32371359,-65.55958929,-28.990754925978518
81.18714573,-92.50904782,-28.98959532892628
81.18714573,-89.81410196,-28.719609390277196
81.18714573,-88.91578668,-28.70534093272666
81.18714573,-88.01747139,-30.077721607753553
81.18714573,-87.11915611,-30.531527459774225
81.18714573,-86.22084083,-31.541818079740196
81.18714573,-85.32252554,-31.707012143580485
81.18714573,-84.42421026,-33.90872791540148
81.18714573,-83.52589497,-33.51535366821782
81.18714573,-82.62757969,-33.515039688915905
81.18714573,-81.72926441,-36.782432057020976
81.18714573,-80.83094912,-34.202756024282465
81.18714573,-79.93263384,-35.52589867638664
81.18714573,-79.03431855,-32.296344462458435
81.18714573,-78.13600327,-34.10599968785992
81.18714573,-77.23768799,-31.600942611693664
81.18714573,-76.3393727,-33.798433712589976
81.18714573,-75.44105742,-32.47842754783941
81.18714573,-74.54274213,-33.186134060735284
81.18714573,-73.64442685,-33.37612837505698
81.18714573,-72.74611156,-34.009897129787454
81.18714573,-71.84779628,-32.79033081382194
81.18714573,-70.949481,-32.08023250842263
81.18714573,-70.05116571,-30.88554324904329
81.18714573,-69.15285043,-30.65878354604661
81.18714573,-68.25453514,-30.54557664001599
81.18714573,-67.35621986,-31.011968982006533
81.18714573,-66.45790458,-29.320221496317465
81.04844549,-94.30567838,-29.058131903506904
81.04844549,-93.4073631,-31.379551706853277
81.04844549,-92.50904782,-28.978507102486397
81.04844549,-89.81410196,-28.70852116383731
81.04844549,-88.91578668,-28.694252706286782
81.04844549,-86.22084083,-31.53072985330032
81.04844549,-83.52589497,-33.504265441777946
81.04844549,-82.62757969,-33.50395146247603
81.04844549,-81.72926441,-36.771343830581095
81.04844549,-80.83094912,-34.19166779784259
81.04844549,-79.93263384,-31.59993325891066
81.04844549,-78.13600327,-31.541059069828183
81.04844549,-77.23768799,-31.589854385253787
81.04844549,-76.3393727,-31.881567121414527
81.04844549,-75.44105742,-32.467339321399535
81.04844549,-74.54274213,-33.439617109556664
81.04844549,-73.64442685,-33.3650401486171
81.04844549,-72.74611156,-33.99880890334757
81.04844549,-71.84779628,-33.8463683925782
81.04844549,-70.949481,-32.06914428198275
81.04844549,-70.05116571,-30.874455022603414
81.04844549,-69.15285043,-30.647695319606733
81.04844549,-68.25453514,-32.09128473864049
81.04844549,-67.35621986,-31.00088075556666
80.9075804,-95.20399367,-29.53755339071376
80.9075804,-94.30567838,-29.046870610697365
80.9075804,-93.4073631,-31.368290414043734
80.9075804,-92.50904782,-28.967245809676854
80.9075804,-91.61073253,-30.515616177193145
80.9075804,-88.91578668,-28.72438889567406
80.9075804,-88.01747139,-28.992725734467975
80.9075804,-87.11915611,-29.375784617021576
80.9075804,-85.32252554,-31.684662624331065
80.9075804,-84.42421026,-31.184430693944666
80.9075804,-83.52589497,-33.49300414896839
80.9075804,-82.62757969,-33.49269016966648
80.9075804,-81.72926441,-30.97556386425523
80.9075804,-80.83094912,-34.18040650503304
80.9075804,-79.93263384,-31.588671966101106
80.9075804,-78.13600327,-31.52979777701864
80.9075804,-77.23768799,-31.578593092444244
80.9075804,-76.3393727,-31.87030582860499
80.9075804,-75.44105742,-34.68742833369126
80.9075804,-74.54274213,-33.42835581674712
80.9075804,-73.64442685,-35.0055009880892
80.9075804,-72.74611156,-33.98754761053803
80.9075804,-71.84779628,-33.835107099768656
80.9075804,-70.949481,-32.05788298917321
80.9075804,-70.05116571,-33.79452164593733
80.9075804,-69.15285043,-32.2079006461883
80.9075804,-68.25453514,-32.080023445830946
80.76451753,-94.30567838,-29.29695688728679
80.76451753,-93.4073631,-32.014826088873775
80.76451753,-92.50904782,-34.01281348055697
80.76451753,-91.61073253,-32.2454220979387
80.76451753,-88.01747139,-28.494516714597033
80.76451753,-87.11915611,-29.364347625292517
80.76451753,-86.22084083,-29.18049785878544
80.76451753,-85.32252554,-31.67322563260201
80.76451753,-84.42421026,-31.172993702215603
80.76451753,-82.62757969,-33.48125317793742
80.76451753,-81.72926441,-30.964126872526162
80.76451753,-80.83094912,-34.16896951330398
80.76451753,-78.13600327,-31.518360785289573
80.76451753,-77.23768799,-33.70521987884752
80.76451753,-76.3393727,-31.858868836875924
80.76451753,-75.44105742,-34.6759913419622
80.76451753,-74.54274213,-33.41691882501805
80.76451753,-73.64442685,-34.99406399636014
80.76451753,-72.74611156,-33.97611061880897
80.76451753,-71.84779628,-33.82367010803959
80.76451753,-70.949481,-33.83553565090808
80.76451753,-70.05116571,-33.783084654208274
80.76451753,-69.15285043,-32.196463654459244
80.76451753,-68.25453514,-32.06858645410188
80.6192235,-95.20399367,-29.79418058623482
80.6192235,-94.30567838,-29.28534152811363
80.6192235,-93.4073631,-32.00321072970062
80.6192235,-92.50904782,-34.00119812138382
80.6192235,-91.61073253,-32.233806738765544
80.6192235,-90.71241725,-33.49753830525241
80.6192235,-86.22084083,-29.16888249961228
80.6192235,-85.32252554,-29.21304541580481
80.6192235,-84.42421026,-31.161378343042443
80.6192235,-82.62757969,-33.46963781876426
80.6192235,-81.72926441,-30.952511513353006
80.6192235,-79.03431855,-32.53518394347043
80.6192235,-78.13600327,-31.506745426116417
80.6192235,-77.23768799,-33.693604519674366
80.6192235,-76.3393727,-32.75145879739925
80.6192235,-75.44105742,-34.664375982789046
80.6192235,-74.54274213,-35.75396997282551
80.6192235,-73.64442685,-34.982448637186984
80.6192235,-72.74611156,-35.25518383261064
80.6192235,-71.84779628,-34.85837669328898
80.6192235,-70.949481,-33.82392029173492
80.6192235,-70.05116571,-33.77146929503511
80.6192235,-69.15285043,-32.18484829528609
80.47166447,-95.20399367,-29.782384154318844
80.47166447,-94.30567838,-31.450929153075823
80.47166447,-93.4073631,-31.991414297784644
80.47166447,-92.50904782,-33.98940168946785
80.47166447,-91.61073253,-32.222010306849576
80.47166447,-90.71241725,-33.485741873336444
80.47166447,-89.81410196,-32.8692591487736
80.47166447,-79.93263384,-31.553823183282923
80.47166447,-79.03431855,-32.52338751155445
80.47166447,-78.13600327,-34.995882511054496
80.47166447,-77.23768799,-33.68180808775839
80.47166447,-76.3393727,-36.20348929003133
80.47166447,-75.44105742,-34.65257955087307
80.47166447,-74.54274213,-35.74217354090954
80.47166447,-73.64442685,-33.922327640895276
80.47166447,-72.74611156,-35.24338740069466
80.47166447,-71.84779628,-32.70809287829704
80.47166447,-70.949481,-33.812123859818946
80.47166447,-70.05116571,-30.07104193885839
80.32180611,-96.10230895,-28.294419150994248
80.32180611,-95.20399367,-29.370458598208305
80.32180611,-94.30567838,-31.438948903945843
80.32180611,-93.4073631,-31.979434048654664
80.32180611,-92.50904782,-33.977421440337864
80.32180611,-91.61073253,-34.81502650572134
80.32180611,-90.71241725,-33.47376162420646
80.32180611,-89.81410196,-32.8572788996436
80.32180611,-88.01747139,-28.45912467437792
80.32180611,-86.22084083,-29.14510581856632
80.32180611,-82.62757969,-29.73535224228696
80.32180611,-81.72926441,-30.928734832307043
80.32180611,-80.83094912,-32.32216843067931
80.32180611,-79.93263384,-35.11005589177028
80.32180611,-79.03431855,-32.51140726242447
80.32180611,-78.13600327,-35.65804834893945
80.32180611,-77.23768799,-33.66982783862841
80.32180611,-76.3393727,-36.19150904090134
80.32180611,-75.44105742,-35.539195562022016
80.32180611,-74.54274213,-35.73019329177955
80.32180611,-73.64442685,-33.91034739176529
80.32180611,-72.74611156,-35.231407151564675
80.32180611,-71.84779628,-32.69611262916705
80.32180611,-70.949481,-33.80014361068896
80.16961365,-95.20399367,-29.358291752217834
80.16961365,-93.4073631,-31.77949066428405
80.16961365,-92.50904782,-33.698812919230896
80.16961365,-91.61073253,-35.3647694439535
80.16961365,-90.71241725,-34.1192615933208
80.16961365,-89.81410196,-33.978027759851464
80.16961365,-88.91578668,-31.625062407571377
80.16961365,-88.01747139,-28.446957828387443
80.16961365,-86.22084083,-29.48809819912004
80.16961365,-85.32252554,-29.17710188876838
80.16961365,-84.42421026,-29.41913651907089
80.16961365,-83.52589497,-29.283527022966428
80.16961365,-82.62757969,-29.723185396296486
80.16961365,-81.72926441,-30.876776268965727
80.16961365,-80.83094912,-32.31000158468883
80.16961365,-79.93263384,-33.9665307683858
80.16961365,-79.03431855,-32.49924041643399
80.16961365,-78.13600327,-35.645881502948974
80.16961365,-77.23768799,-36.13821234607623
80.16961365,-76.3393727,-36.17934219491086
80.16961365,-75.44105742,-35.52702871603153
80.16961365,-74.54274213,-35.718026445789064
80.16961365,-73.64442685,-33.89818054577481
80.16961365,-72.74611156,-32.584639240038975
80.16961365,-71.84779628,-32.683945783176576
80.01505181,-99.69557009,-28.236552377908446
80.01505181,-98.7972548,-28.182944649077914
80.01505181,-96.10230895,-29.319881140425444
80.01505181,-95.20399367,-29.345935488949046
80.01505181,-94.30567838,-31.488639752085135
80.01505181,-93.4073631,-31.76713440101525
80.01505181,-92.50904782,-33.68645665596211
80.01505181,-91.61073253,-35.35241318068471
80.01505181,-90.71241725,-34.10690533005201
80.01505181,-89.81410196,-33.96567149658268
80.01505181,-88.91578668,-32.41173660290955
80.01505181,-88.01747139,-29.673015504948552
80.01505181,-86.22084083,-29.47574193585125
80.01505181,-85.32252554,-29.164745625499588
80.01505181,-84.42421026,-29.406780255802097
80.01505181,-83.52589497,-30.55051705448922
80.01505181,-81.72926441,-30.864420005696935
80.01505181,-80.83094912,-32.297645321420035
80.01505181,-79.93263384,-33.95417450511701
80.01505181,-79.03431855,-33.52877528881888
80.01505181,-78.13600327,-35.63352523968018
80.01505181,-77.23768799,-36.12585608280744
80.01505181,-76.3393727,-36.16698593164207
80.01505181,-75.44105742,-35.51467245276274
80.01505181,-74.54274213,-32.48492318965862
80.01505181,-73.64442685,-33.885824282506015
80.01505181,-72.74611156,-32.57228297677018
80.01505181,-71.84779628,-30.72076297707492
80.01505181,-70.949481,-29.727821691108556
79.85808485,-98.7972548,-28.173782802716406
79.85808485,-96.10230895,-28.783153477651354
79.85808485,-95.20399367,-29.556448888157018
79.85808485,-94.30567838,-31.47609121434605
79.85808485,-93.4073631,-33.11248433493111
79.85808485,-92.50904782,-33.67390811822303
79.85808485,-91.61073253,-35.33986464294562
79.85808485,-90.71241725,-33.38048342176928
79.85808485,-89.81410196,-33.953122958843586
79.85808485,-88.91578668,-32.39918806517047
79.85808485,-88.01747139,-31.023276010455646
79.85808485,-87.11915611,-29.84485187602875
79.85808485,-86.22084083,-29.463193398112168
79.85808485,-85.32252554,-29.598690012731794
79.85808485,-84.42421026,-29.39423171806302
79.85808485,-83.52589497,-30.53796851675014
79.85808485,-82.62757969,-29.698280595288615
79.85808485,-80.83094912,-31.933020119911593
79.85808485,-79.93263384,-33.94162596737793
79.85808485,-79.03431855,-33.516226751079806
79.85808485,-78.13600327,-32.85005499221063
79.85808485,-77.23768799,-36.11330754506836
79.85808485,-76.3393727,-32.71105079217424
79.85808485,-75.44105742,-35.50212391502365
79.85808485,-74.54274213,-32.472374651919544
79.85808485,-73.64442685,-31.830988524703262
79.85808485,-72.74611156,-32.55973443903111
79.85808485,-71.84779628,-30.708214439335848
79.85808485,-70.949481,-29.71527315336947
79.69867654,-98.7972548,-28.161039094142588
79.69867654,-95.20399367,-29.543705179583203
79.69867654,-94.30567838,-30.86499464649433
79.69867654,-93.4073631,-31.018851967945395
79.69867654,-92.50904782,-33.75490241429179
79.69867654,-91.61073253,-35.32712093437181
79.69867654,-90.71241725,-33.36773971319547
79.69867654,-89.81410196,-33.94037925026978
79.69867654,-88.91578668,-32.386444356596655
79.69867654,-88.01747139,-31.719882171864295
79.69867654,-87.11915611,-29.83210816745493
79.69867654,-85.32252554,-29.58594630415798
79.69867654,-84.42421026,-29.381488009489203
79.69867654,-83.52589497,-30.52522480817632
79.69867654,-82.62757969,-31.5324556599383
79.69867654,-80.83094912,-31.656494246560378
79.69867654,-79.93263384,-32.109740271878714
79.69867654,-79.03431855,-32.45211593152108
79.69867654,-78.13600327,-32.8373112836368
79.69867654,-77.23768799,-33.90595018302992
79.69867654,-76.3393727,-32.698307083600426
79.69867654,-75.44105742,-31.697887836420612
79.69867654,-74.54274213,-32.45963094334572
79.69867654,-73.64442685,-31.81824481612944
79.69867654,-72.74611156,-32.54699073045729
79.69867654,-71.84779628,-30.69547073076202
79.53679017,-95.20399367,-28.649743220629954
79.53679017,-94.30567838,-30.852052832348303
79.53679017,-93.4073631,-31.005910153799366
79.53679017,-92.50904782,-31.004524868666884
79.53679017,-91.61073253,-33.67137302073706
79.53679017,-90.71241725,-33.35479789904944
79.53679017,-89.81410196,-32.82869704770258
