Lat,Lon,isoNet
82.46200533,-79.03431855,-29.259942206521742
82.46200533,-78.13600327,-29.35859343115942
82.46200533,-77.23768799,-28.859997898550727
82.46200533,-76.3393727,-29.524347688405793
82.46200533,-75.44105742,-28.939092938405796
82.46200533,-74.54274213,-29.59172352898551
82.46200533,-73.64442685,-29.746513989130438
82.46200533,-72.74611156,-29.78017127536232
82.46200533,-71.84779628,-28.560410713768114
82.46200533,-70.949481,-29.695616206521734
82.46200533,-70.05116571,-29.612656014492753
82.46200533,-69.15285043,-29.61885890942029
82.46200533,-68.25453514,-29.796554163043474
82.46200533,-67.35621986,-29.63865739130435
82.46200533,-66.45790458,-29.68982227898551
82.46200533,-65.55958929,-29.686005166666668
82.46200533,-64.66127401,-29.43688995652174
82.46200533,-63.76295872,-29.395273706521742
82.46200533,-62.86464344,-30.123726648550722
82.46200533,-61.96632816,-29.668557851449275
82.34324056,-85.32252554,-29.64461606521739
82.34324056,-84.42421026,-29.647526750000004
82.34324056,-81.72926441,-28.76277983333333
82.34324056,-80.83094912,-28.209250025362316
82.34324056,-79.93263384,-29.19155976811594
82.34324056,-79.03431855,-29.44032413043478
82.34324056,-78.13600327,-28.730478195652175
82.34324056,-77.23768799,-28.554733007246377
82.34324056,-76.3393727,-29.564704858695656
82.34324056,-75.44105742,-29.630822307971012
82.34324056,-74.54274213,-29.07537216666667
82.34324056,-73.64442685,-29.842322192028984
82.34324056,-72.74611156,-29.77239822826087
82.34324056,-71.84779628,-28.860680670289856
82.34324056,-70.949481,-29.615372971014494
82.34324056,-70.05116571,-29.593107699275365
82.34324056,-69.15285043,-29.569596177536233
82.34324056,-68.25453514,-29.341880735507246
82.34324056,-67.35621986,-29.17358179347826
82.34324056,-66.45790458,-29.68934884057971
82.34324056,-65.55958929,-29.657046329710145
82.34324056,-64.66127401,-29.49327861594203
82.34324056,-63.76295872,-29.40507622826087
82.34324056,-62.86464344,-29.52505180072464
82.34324056,-61.96632816,-29.411217206521744
82.22261593,-86.22084083,-29.161003257246378
82.22261593,-85.32252554,-28.95525925362319
82.22261593,-84.42421026,-28.433949891304348
82.22261593,-83.52589497,-28.13769118115942
82.22261593,-82.62757969,-28.87219311594203
82.22261593,-81.72926441,-30.157888561594202
82.22261593,-80.83094912,-29.10103570289855
82.22261593,-79.93263384,-28.82320172826087
82.22261593,-79.03431855,-29.16115590942029
82.22261593,-78.13600327,-29.431184829710148
82.22261593,-77.23768799,-29.2292402826087
82.22261593,-76.3393727,-29.43112941304348
82.22261593,-75.44105742,-29.623006137681163
82.22261593,-74.54274213,-29.549317152173913
82.22261593,-73.64442685,-28.34113021014493
82.22261593,-72.74611156,-28.654949873188404
82.22261593,-71.84779628,-28.4553184057971
82.22261593,-70.949481,-29.560925340579708
82.22261593,-70.05116571,-29.368380210144927
82.22261593,-69.15285043,-29.602345431159417
82.22261593,-68.25453514,-29.486440380434782
82.22261593,-67.35621986,-29.64857663768116
82.22261593,-66.45790458,-29.539334387681162
82.22261593,-65.55958929,-29.51846554710145
82.22261593,-64.66127401,-29.49054079347826
82.22261593,-63.76295872,-29.459416130434782
82.22261593,-62.86464344,-29.553502246376816
82.22261593,-61.96632816,-29.427898608695653
82.10010285,-88.01747139,-29.168477572463765
82.10010285,-86.22084083,-29.560572634057973
82.10010285,-85.32252554,-27.791042065217393
82.10010285,-84.42421026,-28.237705068840583
82.10010285,-83.52589497,-28.37660532608696
82.10010285,-82.62757969,-29.63444818478261
82.10010285,-81.72926441,-30.046104427536232
82.10010285,-80.83094912,-29.405892684782607
82.10010285,-79.93263384,-28.67643606884058
82.10010285,-79.03431855,-29.03824585869565
82.10010285,-78.13600327,-28.79414630797102
82.10010285,-77.23768799,-28.19370236956522
82.10010285,-76.3393727,-28.423189467391307
82.10010285,-75.44105742,-29.467471826086957
82.10010285,-74.54274213,-28.285258105072465
82.10010285,-73.64442685,-28.37248252536232
82.10010285,-72.74611156,-28.44764292753623
82.10010285,-71.84779628,-29.68607255072464
82.10010285,-70.949481,-29.699206322463766
82.10010285,-70.05116571,-29.628624264492753
82.10010285,-69.15285043,-29.588445557971017
82.10010285,-68.25453514,-29.336184938405797
82.10010285,-67.35621986,-29.558580025362318
82.10010285,-66.45790458,-29.515208717391303
82.10010285,-65.55958929,-29.495718192028985
82.10010285,-64.66127401,-29.539553855072466
82.10010285,-63.76295872,-29.503060938405795
82.10010285,-62.86464344,-29.525471057971014
82.10010285,-61.96632816,-29.41705821014493
81.97567232,-88.91578668,-30.085333061594202
81.97567232,-88.01747139,-29.184670416666663
81.97567232,-86.22084083,-29.39282267753623
81.97567232,-85.32252554,-29.161199365942025
81.97567232,-84.42421026,-28.958786481884058
81.97567232,-83.52589497,-28.837686300724638
81.97567232,-82.62757969,-28.892879699275362
81.97567232,-81.72926441,-28.82090320289855
81.97567232,-80.83094912,-29.501065362318844
81.97567232,-79.03431855,-29.729523692028987
81.97567232,-78.13600327,-29.13764145289855
81.97567232,-77.23768799,-29.143509362318838
81.97567232,-76.3393727,-28.212863369565216
81.97567232,-75.44105742,-28.60933763405797
81.97567232,-74.54274213,-28.36119790942029
81.97567232,-73.64442685,-29.25534500362319
81.97567232,-72.74611156,-28.34943273550725
81.97567232,-71.84779628,-29.00251775362319
81.97567232,-70.949481,-29.059161782608697
81.97567232,-70.05116571,-29.138075402173914
81.97567232,-69.15285043,-29.126420942028986
81.97567232,-68.25453514,-29.237145065217394
81.97567232,-67.35621986,-29.292627920289853
81.97567232,-66.45790458,-29.433737489130433
81.97567232,-65.55958929,-29.329020391304347
81.97567232,-64.66127401,-29.332584938405798
81.97567232,-63.76295872,-29.377882851449275
81.97567232,-62.86464344,-29.41137681884058
81.84929493,-89.81410196,-29.174835927536233
81.84929493,-88.91578668,-29.396532108695652
81.84929493,-88.01747139,-28.5933509057971
81.84929493,-87.11915611,-28.349661536231885
81.84929493,-86.22084083,-28.543519307971014
81.84929493,-85.32252554,-30.047419945652177
81.84929493,-84.42421026,-28.59738483695652
81.84929493,-83.52589497,-28.95673642028985
81.84929493,-82.62757969,-29.791823920289854
81.84929493,-81.72926441,-28.459037528985508
81.84929493,-80.83094912,-28.62325134057971
81.84929493,-79.93263384,-28.678913775362318
81.84929493,-79.03431855,-29.371537916666664
81.84929493,-78.13600327,-29.458507260869567
81.84929493,-77.23768799,-29.437932105072463
81.84929493,-76.3393727,-29.082247894927537
81.84929493,-75.44105742,-28.243134793478262
81.84929493,-74.54274213,-28.323475648550726
81.84929493,-73.64442685,-28.050562746376812
81.84929493,-72.74611156,-29.46449422826087
81.84929493,-71.84779628,-29.402842923913045
81.84929493,-70.949481,-29.43613952173913
81.84929493,-70.05116571,-29.363942282608697
81.84929493,-69.15285043,-29.138992463768112
81.84929493,-68.25453514,-29.201761561594203
81.84929493,-67.35621986,-29.342885840579704
81.84929493,-66.45790458,-29.356653992753625
81.84929493,-65.55958929,-29.53975143478261
81.84929493,-64.66127401,-29.260281869565215
81.84929493,-63.76295872,-29.45498653985507
81.72094084,-91.61073253,-28.127163036231885
81.72094084,-90.71241725,-27.930552253623194
81.72094084,-89.81410196,-28.47211997463768
81.72094084,-88.91578668,-29.994412518115944
81.72094084,-88.01747139,-28.597030626811595
81.72094084,-87.11915611,-28.971768148550723
81.72094084,-86.22084083,-28.855184108695653
81.72094084,-85.32252554,-28.699173644927537
81.72094084,-84.42421026,-28.438771311594202
81.72094084,-83.52589497,-28.750963822463767
81.72094084,-82.62757969,-28.76951520652174
81.72094084,-81.72926441,-29.23868536956522
81.72094084,-80.83094912,-29.20768047826087
81.72094084,-79.93263384,-28.815237134057973
81.72094084,-79.03431855,-28.14830206884058
81.72094084,-78.13600327,-28.214749336956523
81.72094084,-77.23768799,-28.54734899637681
81.72094084,-76.3393727,-29.620464492753623
81.72094084,-75.44105742,-29.435587202898546
81.72094084,-74.54274213,-29.385638717391306
81.72094084,-73.64442685,-29.582862474637682
81.72094084,-72.74611156,-29.43657465217391
81.72094084,-71.84779628,-29.60965273550725
81.72094084,-70.949481,-29.233363601449277
81.72094084,-70.05116571,-29.158879992753622
81.72094084,-69.15285043,-29.12581345289855
81.72094084,-68.25453514,-29.206625967391304
81.72094084,-67.35621986,-29.310051282608693
81.72094084,-66.45790458,-29.87302381884058
81.72094084,-65.55958929,-29.348159177536232
81.59057979,-89.81410196,-29.078649471014497
81.59057979,-88.91578668,-28.98107852536232
81.59057979,-88.01747139,-29.890884326086955
81.59057979,-87.11915611,-29.269435072463764
81.59057979,-86.22084083,-28.75255332246377
81.59057979,-85.32252554,-28.702077945652174
81.59057979,-84.42421026,-28.546798913043474
81.59057979,-83.52589497,-27.88468939130435
81.59057979,-82.62757969,-28.33572906884058
81.59057979,-81.72926441,-27.184835619565217
81.59057979,-80.83094912,-27.4089024057971
81.59057979,-79.93263384,-26.648793652173914
81.59057979,-79.03431855,-28.169332463768114
81.59057979,-78.13600327,-28.557419898550723
81.59057979,-77.23768799,-28.374564840579712
81.59057979,-76.3393727,-28.696535913043476
81.59057979,-75.44105742,-29.60938040942029
81.59057979,-74.54274213,-29.511415445652176
81.59057979,-73.64442685,-29.71132163768116
81.59057979,-72.74611156,-29.434925394927532
81.59057979,-71.84779628,-29.373722347826092
81.59057979,-70.949481,-29.216036583333334
81.59057979,-70.05116571,-29.192670724637683
81.59057979,-69.15285043,-29.131579083333335
81.59057979,-68.25453514,-29.349328047101448
81.45818108,-90.71241725,-29.330796786231886
81.45818108,-89.81410196,-29.506846887681156
81.45818108,-88.01747139,-28.53888769565217
81.45818108,-87.11915611,-28.781428807971015
81.45818108,-86.22084083,-29.04942668478261
81.45818108,-85.32252554,-28.572747010869563
81.45818108,-84.42421026,-29.10821975362319
81.45818108,-83.52589497,-28.485877376811594
81.45818108,-82.62757969,-28.652501655797103
81.45818108,-81.72926441,-27.242390449275362
81.45818108,-80.83094912,-27.013313710144924
81.45818108,-79.93263384,-28.196927851449274
81.45818108,-79.03431855,-27.66864520652174
81.45818108,-78.13600327,-28.353614065217393
81.45818108,-77.23768799,-28.912537735507243
81.45818108,-76.3393727,-29.349100807971013
81.45818108,-75.44105742,-29.408264101449276
81.45818108,-74.54274213,-29.39905248550724
81.45818108,-73.64442685,-29.41584939130435
81.45818108,-72.74611156,-29.442890141304346
81.45818108,-71.84779628,-29.373964152173915
81.45818108,-70.949481,-29.364570199275363
81.45818108,-70.05116571,-29.293421706521737
81.45818108,-69.15285043,-29.432799615942027
81.45818108,-68.25453514,-29.47782550724638
81.45818108,-67.35621986,-29.376060572463768
81.45818108,-65.55958929,-29.179474554347824
81.45818108,-64.66127401,-29.463626355072464
81.32371359,-93.4073631,-28.789554989130433
81.32371359,-89.81410196,-29.46076878623188
81.32371359,-88.91578668,-28.670292887681157
81.32371359,-88.01747139,-28.593648760869563
81.32371359,-87.11915611,-28.474258452898553
81.32371359,-86.22084083,-27.996934681159424
81.32371359,-85.32252554,-28.678734800724637
81.32371359,-84.42421026,-29.44860671014493
81.32371359,-83.52589497,-28.387510286231883
81.32371359,-82.62757969,-27.248454898550722
81.32371359,-81.72926441,-28.32734816304348
81.32371359,-80.83094912,-28.072137137681164
81.32371359,-79.93263384,-29.188039260869566
81.32371359,-79.03431855,-28.25922390942029
81.32371359,-78.13600327,-29.440764358695652
81.32371359,-77.23768799,-29.29665188768116
81.32371359,-76.3393727,-29.270733416666666
81.32371359,-75.44105742,-29.39369990942029
81.32371359,-74.54274213,-29.416718637681157
81.32371359,-73.64442685,-29.434964177536237
81.32371359,-72.74611156,-29.445164963768114
81.32371359,-71.84779628,-29.382993539855068
81.32371359,-70.949481,-29.68798145652174
81.32371359,-70.05116571,-29.35856622101449
81.32371359,-69.15285043,-29.44286569202898
81.32371359,-67.35621986,-29.50029198913043
81.32371359,-66.45790458,-29.23838251449276
81.32371359,-65.55958929,-29.203811800724637
81.18714573,-92.50904782,-28.790748373188407
81.18714573,-89.81410196,-29.499770539855074
81.18714573,-88.91578668,-28.709237297101453
81.18714573,-88.01747139,-29.04238429710145
81.18714573,-87.11915611,-29.201356231884056
81.18714573,-86.22084083,-28.950844394927536
81.18714573,-85.32252554,-29.26884113043478
81.18714573,-84.42421026,-28.555675739130432
81.18714573,-83.52589497,-28.7680951884058
81.18714573,-82.62757969,-29.157383869565212
81.18714573,-81.72926441,-29.80513288043478
81.18714573,-80.83094912,-28.75425263768116
81.18714573,-79.93263384,-28.814872159420286
81.18714573,-79.03431855,-28.926742518115944
81.18714573,-78.13600327,-30.204291105072464
81.18714573,-77.23768799,-29.191393166666664
81.18714573,-76.3393727,-29.33972106521739
81.18714573,-75.44105742,-29.370438688405798
81.18714573,-74.54274213,-29.40508125
81.18714573,-73.64442685,-29.430761304347826
81.18714573,-72.74611156,-29.402819130434782
81.18714573,-71.84779628,-29.341400920289857
81.18714573,-70.949481,-29.411580568840577
81.18714573,-70.05116571,-29.42732982608696
81.18714573,-69.15285043,-29.748195000000006
81.18714573,-68.25453514,-29.51079525724638
81.18714573,-67.35621986,-29.31000957608696
81.18714573,-66.45790458,-29.31790006884058
81.04844549,-94.30567838,-28.864050326086957
81.04844549,-93.4073631,-28.717796467391302
81.04844549,-92.50904782,-28.819856851449277
81.04844549,-89.81410196,-28.73030229347826
81.04844549,-88.91578668,-29.706628286231883
81.04844549,-86.22084083,-29.26195711231884
81.04844549,-83.52589497,-28.973198525362317
81.04844549,-82.62757969,-28.805276105072462
81.04844549,-81.72926441,-29.15346132246377
81.04844549,-80.83094912,-28.62754544202899
81.04844549,-79.93263384,-29.131399373188405
81.04844549,-78.13600327,-29.458572967391305
81.04844549,-77.23768799,-29.271979119565216
81.04844549,-76.3393727,-29.34148250362319
81.04844549,-75.44105742,-29.409223510869563
81.04844549,-74.54274213,-29.400889253623188
81.04844549,-73.64442685,-29.397834021739133
81.04844549,-72.74611156,-29.389957471014494
81.04844549,-71.84779628,-29.374645394927533
81.04844549,-70.949481,-29.368686590579706
81.04844549,-70.05116571,-29.318591652173914
81.04844549,-69.15285043,-29.44663995652174
81.04844549,-68.25453514,-29.499103554347823
81.04844549,-67.35621986,-29.42768585144928
80.9075804,-95.20399367,-28.175913239130434
80.9075804,-94.30567838,-28.31260248550725
80.9075804,-93.4073631,-29.01176775
80.9075804,-92.50904782,-27.574427221014492
80.9075804,-91.61073253,-29.415548384057974
80.9075804,-88.91578668,-28.450708699275364
80.9075804,-88.01747139,-28.769245543478263
80.9075804,-87.11915611,-28.731014123188405
80.9075804,-85.32252554,-28.743718804347825
80.9075804,-84.42421026,-28.619568547101448
80.9075804,-83.52589497,-28.670794771739132
80.9075804,-82.62757969,-28.733119297101453
80.9075804,-81.72926441,-29.57266970652174
80.9075804,-80.83094912,-29.680575286231885
80.9075804,-79.93263384,-28.889704692028985
80.9075804,-78.13600327,-29.174094999999998
80.9075804,-77.23768799,-29.88430159057971
80.9075804,-76.3393727,-30.20604553623189
80.9075804,-75.44105742,-29.53863947101449
80.9075804,-74.54274213,-29.525625862318837
80.9075804,-73.64442685,-29.270321307971013
80.9075804,-72.74611156,-29.183881105072462
80.9075804,-71.84779628,-29.466708663043477
80.9075804,-70.949481,-29.47770877173913
80.9075804,-70.05116571,-29.338276003623186
80.9075804,-69.15285043,-29.4953999673913
80.9075804,-68.25453514,-29.31537043478261
80.76451753,-94.30567838,-28.289389572463765
80.76451753,-93.4073631,-29.06259658695652
80.76451753,-92.50904782,-27.93829253985507
80.76451753,-91.61073253,-28.78487948550725
80.76451753,-88.01747139,-28.710168416666665
80.76451753,-87.11915611,-28.475678358695653
80.76451753,-86.22084083,-28.649951226449275
80.76451753,-85.32252554,-28.499987344202896
80.76451753,-84.42421026,-29.0355276557971
80.76451753,-82.62757969,-29.154638315217394
80.76451753,-81.72926441,-29.107285583333333
80.76451753,-80.83094912,-28.922022224637683
80.76451753,-78.13600327,-29.11674975
80.76451753,-77.23768799,-29.25295572826087
80.76451753,-76.3393727,-29.457648123188406
80.76451753,-75.44105742,-29.38988967753623
80.76451753,-74.54274213,-28.879425757246377
80.76451753,-73.64442685,-28.370664094202898
80.76451753,-72.74611156,-28.538719130434785
80.76451753,-71.84779628,-29.47048897826087
80.76451753,-70.949481,-29.386033206521738
80.76451753,-70.05116571,-29.12134102173913
80.76451753,-69.15285043,-29.371487699275363
80.76451753,-68.25453514,-29.38245086231884
80.6192235,-95.20399367,-28.100556275362315
80.6192235,-94.30567838,-28.717247242753622
80.6192235,-93.4073631,-28.902250322463768
80.6192235,-92.50904782,-28.46754351086956
80.6192235,-91.61073253,-28.210092253623184
80.6192235,-90.71241725,-29.138390278985504
80.6192235,-86.22084083,-28.697548329710145
80.6192235,-85.32252554,-29.004104855072462
80.6192235,-84.42421026,-28.644987865942028
80.6192235,-82.62757969,-29.017622239130436
80.6192235,-81.72926441,-28.906646148550724
80.6192235,-79.03431855,-30.01560927898551
80.6192235,-78.13600327,-29.177025655797102
80.6192235,-77.23768799,-29.05398719927536
80.6192235,-76.3393727,-29.093850097826085
80.6192235,-75.44105742,-29.326761007246375
80.6192235,-74.54274213,-28.414429170289853
80.6192235,-73.64442685,-28.64806217391304
80.6192235,-72.74611156,-29.60683796014493
80.6192235,-71.84779628,-29.565001521739134
80.6192235,-70.949481,-29.215865706521743
80.6192235,-70.05116571,-29.689009108695654
80.6192235,-69.15285043,-29.333789170289855
80.47166447,-95.20399367,-27.48573149637681
80.47166447,-94.30567838,-27.96398108695652
80.47166447,-93.4073631,-27.24965820289855
80.47166447,-92.50904782,-26.550973557971012
80.47166447,-91.61073253,-28.096355423913042
80.47166447,-90.71241725,-29.73583750362319
80.47166447,-89.81410196,-29.769156249999995
80.47166447,-79.93263384,-29.740340898550723
80.47166447,-79.03431855,-29.35357317028986
80.47166447,-78.13600327,-29.437776739130435
80.47166447,-77.23768799,-29.33347063405797
80.47166447,-76.3393727,-29.12104495289855
80.47166447,-75.44105742,-28.470949985507247
80.47166447,-74.54274213,-28.36250574275362
80.47166447,-73.64442685,-28.358619144927538
80.47166447,-72.74611156,-28.890376807971013
80.47166447,-71.84779628,-29.363437836956525
80.47166447,-70.949481,-29.191010192028987
80.47166447,-70.05116571,-29.165856420289856
80.32180611,-96.10230895,-28.065761949275362
80.32180611,-95.20399367,-28.39819634057971
80.32180611,-94.30567838,-27.314287235507244
80.32180611,-93.4073631,-27.235399293478263
80.32180611,-92.50904782,-26.70328039130435
80.32180611,-91.61073253,-27.63136425
80.32180611,-90.71241725,-28.226760568840582
80.32180611,-89.81410196,-28.8866187826087
80.32180611,-88.01747139,-29.006890152173913
80.32180611,-86.22084083,-29.99785941666667
80.32180611,-82.62757969,-29.445002195652172
80.32180611,-81.72926441,-29.698737923913047
80.32180611,-80.83094912,-29.027973152173914
80.32180611,-79.93263384,-29.16782229710145
80.32180611,-79.03431855,-29.28600879347826
80.32180611,-78.13600327,-29.02525697826087
80.32180611,-77.23768799,-29.039572561594206
80.32180611,-76.3393727,-28.82802167753623
80.32180611,-75.44105742,-27.658475855072467
80.32180611,-74.54274213,-28.104460028985503
80.32180611,-73.64442685,-29.643529018115945
80.32180611,-72.74611156,-29.35253631521739
80.32180611,-71.84779628,-29.36311402173913
80.32180611,-70.949481,-29.11863733695652
80.16961365,-95.20399367,-27.945457300724637
80.16961365,-93.4073631,-28.373177981884062
80.16961365,-92.50904782,-26.507618242753622
80.16961365,-91.61073253,-26.843716514492755
80.16961365,-90.71241725,-27.855491644927536
80.16961365,-89.81410196,-28.31982870289855
80.16961365,-88.91578668,-29.770249956521738
80.16961365,-88.01747139,-29.619787072463765
80.16961365,-86.22084083,-28.604123992753625
80.16961365,-85.32252554,-29.53981625724638
80.16961365,-84.42421026,-29.32657192753623
80.16961365,-83.52589497,-29.42945158695652
80.16961365,-82.62757969,-29.536136079710143
80.16961365,-81.72926441,-28.953156199275362
80.16961365,-80.83094912,-28.990146721014494
80.16961365,-79.93263384,-28.708985862318844
80.16961365,-79.03431855,-28.387470630434784
80.16961365,-78.13600327,-27.54900003985507
80.16961365,-77.23768799,-26.90466693478261
80.16961365,-76.3393727,-28.098515307971017
80.16961365,-75.44105742,-29.27119133333333
80.16961365,-74.54274213,-29.01602856884058
80.16961365,-73.64442685,-29.434690862318842
80.16961365,-72.74611156,-29.447939742753626
80.16961365,-71.84779628,-29.30730609782609
80.01505181,-99.69557009,-27.965603076086957
80.01505181,-98.7972548,-28.108974543478258
80.01505181,-96.10230895,-27.668281242753622
80.01505181,-95.20399367,-28.743129884057975
80.01505181,-94.30567838,-27.320818192028984
80.01505181,-93.4073631,-27.704367463768115
80.01505181,-92.50904782,-22.813127596014493
80.01505181,-91.61073253,-24.466494297101445
80.01505181,-90.71241725,-26.08424723188406
80.01505181,-89.81410196,-28.267488630434787
80.01505181,-88.91578668,-28.92809724275362
80.01505181,-88.01747139,-29.71957548188406
80.01505181,-86.22084083,-29.608912177536233
80.01505181,-85.32252554,-28.64034099637681
80.01505181,-84.42421026,-29.54523343478261
80.01505181,-83.52589497,-29.261496221014497
80.01505181,-81.72926441,-28.98394117028986
80.01505181,-80.83094912,-28.891492818840582
80.01505181,-79.93263384,-28.341878036231883
80.01505181,-79.03431855,-27.628169249999996
80.01505181,-78.13600327,-28.585309938405793
80.01505181,-77.23768799,-27.722645054347826
80.01505181,-76.3393727,-29.270473076086954
80.01505181,-75.44105742,-29.00214167391304
80.01505181,-74.54274213,-29.72985301086957
80.01505181,-73.64442685,-29.530299010869566
80.01505181,-72.74611156,-29.459405329710147
80.01505181,-71.84779628,-29.25297802173913
80.01505181,-70.949481,-29.21613102536232
79.85808485,-98.7972548,-29.294809068840582
79.85808485,-96.10230895,-28.884041528985506
79.85808485,-95.20399367,-27.89176913405797
79.85808485,-94.30567838,-28.871800775362317
79.85808485,-93.4073631,-27.54953481884058
79.85808485,-92.50904782,-24.45839910507246
79.85808485,-91.61073253,-22.614321869565217
79.85808485,-90.71241725,-25.61237856521739
79.85808485,-89.81410196,-28.161189173913044
79.85808485,-88.91578668,-28.630793413043477
79.85808485,-88.01747139,-29.155388217391305
79.85808485,-87.11915611,-28.615055916666666
79.85808485,-86.22084083,-28.36254597101449
79.85808485,-85.32252554,-29.703712702898553
79.85808485,-84.42421026,-29.40764888768116
79.85808485,-83.52589497,-29.1325448115942
79.85808485,-82.62757969,-28.116107224637684
79.85808485,-80.83094912,-28.684253826086955
79.85808485,-79.93263384,-28.73283897101449
79.85808485,-79.03431855,-29.10211452536232
79.85808485,-78.13600327,-28.772996119565217
79.85808485,-77.23768799,-28.12154359782609
79.85808485,-76.3393727,-29.088429898550725
79.85808485,-75.44105742,-29.215176141304347
79.85808485,-74.54274213,-29.919388090579705
79.85808485,-73.64442685,-29.720678057971018
79.85808485,-72.74611156,-29.203078373188404
79.85808485,-71.84779628,-29.1389270942029
79.85808485,-70.949481,-28.899640532608696
79.69867654,-98.7972548,-29.404074329710145
79.69867654,-95.20399367,-28.02709288043478
79.69867654,-94.30567838,-29.710222307971012
79.69867654,-93.4073631,-29.180094438405796
79.69867654,-92.50904782,-28.11368422826087
79.69867654,-91.61073253,-26.20610870652174
79.69867654,-90.71241725,-25.95978593115942
79.69867654,-89.81410196,-26.65027542028986
79.69867654,-88.91578668,-28.38759250362319
79.69867654,-88.01747139,-28.669689931159418
79.69867654,-87.11915611,-29.52423143478261
79.69867654,-85.32252554,-29.593626942028983
79.69867654,-84.42421026,-28.99381086956522
79.69867654,-83.52589497,-28.821521427536233
79.69867654,-82.62757969,-28.728078221014492
79.69867654,-80.83094912,-29.051428010869564
79.69867654,-79.93263384,-30.172956239130436
79.69867654,-79.03431855,-29.858827163043475
79.69867654,-78.13600327,-29.389722384057972
79.69867654,-77.23768799,-29.269325775362322
79.69867654,-76.3393727,-29.270949264492753
79.69867654,-75.44105742,-29.214657166666665
79.69867654,-74.54274213,-29.045735775362317
79.69867654,-73.64442685,-29.26885428985507
79.69867654,-72.74611156,-29.11463006521739
79.69867654,-71.84779628,-29.847018047101447
79.53679017,-95.20399367,-28.79002422101449
79.53679017,-94.30567838,-27.896764688405796
79.53679017,-93.4073631,-28.021188695652175
79.53679017,-92.50904782,-27.07362635507246
79.53679017,-91.61073253,-28.431760742753625
79.53679017,-90.71241725,-27.525173286231883
79.53679017,-89.81410196,-27.388667942028984
